,date,value,name_B07WNFFXLX
634,2021-05-23,6481.0,Shower Curtains
635,2021-05-24,6481.0,Shower Curtains
636,2021-05-25,6296.0,Shower Curtains
637,2021-05-26,6054.0,Shower Curtains
638,2021-05-27,6476.0,Shower Curtains
639,2021-05-28,7603.0,Shower Curtains
640,2021-05-29,7603.0,Shower Curtains
641,2021-05-30,7603.0,Shower Curtains
642,2021-05-31,6761.0,Shower Curtains
643,2021-06-01,5884.0,Shower Curtains
644,2021-06-02,5298.0,Shower Curtains
645,2021-06-03,5763.0,Shower Curtains
646,2021-06-04,5763.0,Shower Curtains
647,2021-06-05,6459.0,Shower Curtains
648,2021-06-06,6640.0,Shower Curtains
649,2021-06-07,6470.0,Shower Curtains
650,2021-06-08,6470.0,Shower Curtains
651,2021-06-09,5161.0,Shower Curtains
652,2021-06-10,5486.0,Shower Curtains
653,2021-06-11,5486.0,Shower Curtains
654,2021-06-12,5146.0,Shower Curtains
655,2021-06-13,5146.0,Shower Curtains
656,2021-06-14,4659.0,Shower Curtains
657,2021-06-15,4659.0,Shower Curtains
658,2021-06-16,4659.0,Shower Curtains
659,2021-06-17,5060.0,Shower Curtains
660,2021-06-18,5060.0,Shower Curtains
661,2021-06-19,6272.0,Shower Curtains
662,2021-06-20,6272.0,Shower Curtains
663,2021-06-21,6233.0,Shower Curtains
664,2021-06-22,8704.0,Shower Curtains
665,2021-06-23,9297.0,Shower Curtains
666,2021-06-24,9297.0,Shower Curtains
667,2021-06-25,5525.0,Shower Curtains
668,2021-06-26,5525.0,Shower Curtains
669,2021-06-27,4985.0,Shower Curtains
670,2021-06-28,4985.0,Shower Curtains
671,2021-06-29,4357.0,Shower Curtains
672,2021-06-30,4357.0,Shower Curtains
673,2021-07-01,4473.0,Shower Curtains
674,2021-07-02,4517.0,Shower Curtains
675,2021-07-03,4517.0,Shower Curtains
676,2021-07-04,4758.0,Shower Curtains
677,2021-07-05,4758.0,Shower Curtains
678,2021-07-06,5082.0,Shower Curtains
679,2021-07-07,4698.0,Shower Curtains
680,2021-07-08,4698.0,Shower Curtains
681,2021-07-09,4907.0,Shower Curtains
682,2021-07-10,4907.0,Shower Curtains
683,2021-07-11,4529.0,Shower Curtains
