,date,value,name_B07PNT3FQ7
698,2021-02-15,6040.0,Document Frames
699,2021-02-16,7054.0,Document Frames
700,2021-02-17,6082.0,Document Frames
701,2021-02-18,6082.0,Document Frames
702,2021-02-19,9850.0,Document Frames
703,2021-02-20,9850.0,Document Frames
704,2021-02-21,9850.0,Document Frames
705,2021-02-22,12331.0,Document Frames
706,2021-02-23,12331.0,Document Frames
707,2021-02-24,12331.0,Document Frames
708,2021-02-25,17398.0,Document Frames
709,2021-02-26,17398.0,Document Frames
710,2021-02-27,17398.0,Document Frames
711,2021-02-28,29963.0,Document Frames
712,2021-03-01,29963.0,Document Frames
713,2021-03-02,29963.0,Document Frames
714,2021-03-03,32191.0,Document Frames
715,2021-03-04,32191.0,Document Frames
716,2021-03-05,18698.0,Document Frames
717,2021-03-06,18698.0,Document Frames
718,2021-03-07,18698.0,Document Frames
719,2021-03-08,16168.0,Document Frames
720,2021-03-09,12369.0,Document Frames
721,2021-03-10,12369.0,Document Frames
722,2021-03-11,12369.0,Document Frames
723,2021-03-12,12369.0,Document Frames
724,2021-03-13,6641.0,Document Frames
725,2021-03-14,6641.0,Document Frames
726,2021-03-15,6641.0,Document Frames
727,2021-03-16,6422.0,Document Frames
728,2021-03-17,6422.0,Document Frames
729,2021-03-18,6422.0,Document Frames
730,2021-03-19,5381.0,Document Frames
731,2021-03-20,8351.0,Document Frames
732,2021-03-21,8351.0,Document Frames
733,2021-03-22,8351.0,Document Frames
734,2021-03-23,6759.0,Document Frames
735,2021-03-24,5611.0,Document Frames
736,2021-03-25,6077.0,Document Frames
737,2021-03-26,6077.0,Document Frames
738,2021-03-27,6077.0,Document Frames
739,2021-03-28,9878.0,Document Frames
740,2021-03-29,7652.0,Document Frames
741,2021-03-30,7652.0,Document Frames
742,2021-03-31,6205.0,Document Frames
743,2021-04-01,5295.0,Document Frames
744,2021-04-02,5295.0,Document Frames
745,2021-04-03,6929.0,Document Frames
746,2021-04-04,6929.0,Document Frames
747,2021-04-05,6929.0,Document Frames
748,2021-04-06,9102.0,Document Frames
749,2021-04-07,10037.0,Document Frames
750,2021-04-08,10037.0,Document Frames
751,2021-04-09,7644.0,Document Frames
752,2021-04-10,7644.0,Document Frames
753,2021-04-11,8323.0,Document Frames
754,2021-04-12,8323.0,Document Frames
755,2021-04-13,6786.0,Document Frames
756,2021-04-14,5666.0,Document Frames
757,2021-04-15,5666.0,Document Frames
758,2021-04-16,6375.0,Document Frames
759,2021-04-17,6375.0,Document Frames
760,2021-04-18,6375.0,Document Frames
761,2021-04-19,10991.0,Document Frames
762,2021-04-20,8061.0,Document Frames
763,2021-04-21,8061.0,Document Frames
764,2021-04-22,6550.0,Document Frames
765,2021-04-23,6550.0,Document Frames
766,2021-04-24,6550.0,Document Frames
767,2021-04-25,11154.0,Document Frames
768,2021-04-26,11154.0,Document Frames
769,2021-04-27,11939.0,Document Frames
770,2021-04-28,13663.0,Document Frames
771,2021-04-29,13663.0,Document Frames
772,2021-04-30,12900.0,Document Frames
773,2021-05-01,11352.0,Document Frames
774,2021-05-02,11352.0,Document Frames
775,2021-05-03,14286.0,Document Frames
776,2021-05-04,14286.0,Document Frames
777,2021-05-05,12203.0,Document Frames
778,2021-05-06,12203.0,Document Frames
779,2021-05-07,15085.0,Document Frames
780,2021-05-08,15085.0,Document Frames
781,2021-05-09,23479.0,Document Frames
782,2021-05-10,23479.0,Document Frames
783,2021-05-11,10551.0,Document Frames
784,2021-05-12,16197.0,Document Frames
785,2021-05-13,16197.0,Document Frames
786,2021-05-14,25642.0,Document Frames
787,2021-05-15,25642.0,Document Frames
788,2021-05-16,35460.0,Document Frames
789,2021-05-17,43941.0,Document Frames
790,2021-05-18,43941.0,Document Frames
791,2021-05-19,43941.0,Document Frames
792,2021-05-20,34662.0,Document Frames
793,2021-05-21,40656.0,Document Frames
794,2021-05-22,40656.0,Document Frames
795,2021-05-23,40656.0,Document Frames
796,2021-05-24,36115.0,Document Frames
797,2021-05-25,40532.0,Document Frames
798,2021-05-26,40532.0,Document Frames
799,2021-05-27,36855.0,Document Frames
800,2021-05-28,36855.0,Document Frames
801,2021-05-29,36855.0,Document Frames
802,2021-05-30,26913.0,Document Frames
803,2021-05-31,26913.0,Document Frames
804,2021-06-01,26913.0,Document Frames
805,2021-06-02,26913.0,Document Frames
806,2021-06-03,34233.0,Document Frames
807,2021-06-04,34233.0,Document Frames
808,2021-06-05,34233.0,Document Frames
809,2021-06-06,34233.0,Document Frames
810,2021-06-07,68222.0,Document Frames
811,2021-06-08,68222.0,Document Frames
812,2021-06-09,68222.0,Document Frames
813,2021-06-10,68222.0,Document Frames
814,2021-06-11,68222.0,Document Frames
815,2021-06-12,79600.0,Document Frames
816,2021-06-13,79600.0,Document Frames
817,2021-06-14,79600.0,Document Frames
818,2021-06-15,75858.0,Document Frames
819,2021-06-16,75858.0,Document Frames
820,2021-06-17,75858.0,Document Frames
821,2021-06-18,75858.0,Document Frames
822,2021-06-19,75858.0,Document Frames
823,2021-06-20,31244.0,Document Frames
824,2021-06-21,26037.0,Document Frames
825,2021-06-22,32220.0,Document Frames
826,2021-06-23,32220.0,Document Frames
827,2021-06-24,32220.0,Document Frames
828,2021-06-25,32220.0,Document Frames
829,2021-06-26,12787.0,Document Frames
830,2021-06-27,12787.0,Document Frames
831,2021-06-28,12787.0,Document Frames
832,2021-06-29,10189.0,Document Frames
833,2021-06-30,10189.0,Document Frames
834,2021-07-01,8922.0,Document Frames
835,2021-07-02,8922.0,Document Frames
836,2021-07-03,9372.0,Document Frames
837,2021-07-04,9372.0,Document Frames
838,2021-07-05,11808.0,Document Frames
839,2021-07-06,10687.0,Document Frames
840,2021-07-07,10687.0,Document Frames
841,2021-07-08,10109.0,Document Frames
842,2021-07-09,10109.0,Document Frames
843,2021-07-10,10109.0,Document Frames
844,2021-07-11,8286.0,Document Frames
