,date,value,name_B07BZHDBNS
634,2020-01-07,-1.0,Linear Measurement
635,2020-01-08,-1.0,Linear Measurement
636,2020-01-09,-1.0,Linear Measurement
637,2020-01-10,-1.0,Linear Measurement
638,2020-01-11,-1.0,Linear Measurement
639,2020-01-12,-1.0,Linear Measurement
640,2020-01-13,-1.0,Linear Measurement
641,2020-01-14,-1.0,Linear Measurement
642,2020-01-15,-1.0,Linear Measurement
643,2020-01-16,-1.0,Linear Measurement
644,2020-01-17,-1.0,Linear Measurement
645,2020-01-18,-1.0,Linear Measurement
646,2020-01-19,-1.0,Linear Measurement
647,2020-01-20,-1.0,Linear Measurement
648,2020-01-21,-1.0,Linear Measurement
649,2020-01-22,-1.0,Linear Measurement
650,2020-01-23,-1.0,Linear Measurement
651,2020-01-24,-1.0,Linear Measurement
652,2020-01-25,-1.0,Linear Measurement
653,2020-01-26,-1.0,Linear Measurement
654,2020-01-27,-1.0,Linear Measurement
655,2020-01-28,-1.0,Linear Measurement
656,2020-01-29,-1.0,Linear Measurement
657,2020-01-30,-1.0,Linear Measurement
658,2020-01-31,-1.0,Linear Measurement
659,2020-02-01,-1.0,Linear Measurement
660,2020-02-02,-1.0,Linear Measurement
661,2020-02-03,-1.0,Linear Measurement
662,2020-02-04,-1.0,Linear Measurement
663,2020-02-05,-1.0,Linear Measurement
664,2020-02-06,-1.0,Linear Measurement
665,2020-02-07,-1.0,Linear Measurement
666,2020-02-08,-1.0,Linear Measurement
667,2020-02-09,-1.0,Linear Measurement
668,2020-02-10,-1.0,Linear Measurement
669,2020-02-11,-1.0,Linear Measurement
670,2020-02-12,-1.0,Linear Measurement
671,2020-02-13,-1.0,Linear Measurement
672,2020-02-14,-1.0,Linear Measurement
673,2020-02-15,-1.0,Linear Measurement
674,2020-02-16,-1.0,Linear Measurement
675,2020-02-17,-1.0,Linear Measurement
676,2020-02-18,-1.0,Linear Measurement
677,2020-02-19,-1.0,Linear Measurement
678,2020-02-20,-1.0,Linear Measurement
679,2020-02-21,4962.0,Linear Measurement
680,2020-02-22,5529.0,Linear Measurement
681,2020-02-23,5529.0,Linear Measurement
682,2020-02-24,5529.0,Linear Measurement
683,2020-02-25,6177.0,Linear Measurement
684,2020-02-26,6177.0,Linear Measurement
685,2020-02-27,6177.0,Linear Measurement
686,2020-02-28,-1.0,Linear Measurement
