,date,value,name_B07MLT3PHY
634,2020-10-12,-1.0,Balance Bikes
635,2020-10-13,-1.0,Balance Bikes
636,2020-10-14,-1.0,Balance Bikes
637,2020-10-15,-1.0,Balance Bikes
638,2020-10-16,-1.0,Balance Bikes
639,2020-10-17,-1.0,Balance Bikes
640,2020-10-18,-1.0,Balance Bikes
641,2020-10-19,-1.0,Balance Bikes
642,2020-10-20,-1.0,Balance Bikes
643,2020-10-21,-1.0,Balance Bikes
644,2020-10-22,-1.0,Balance Bikes
645,2020-10-23,-1.0,Balance Bikes
646,2020-10-24,-1.0,Balance Bikes
647,2020-10-25,-1.0,Balance Bikes
648,2020-10-26,-1.0,Balance Bikes
649,2020-10-27,-1.0,Balance Bikes
650,2020-10-28,-1.0,Balance Bikes
651,2020-10-29,-1.0,Balance Bikes
652,2020-10-30,-1.0,Balance Bikes
653,2020-10-31,-1.0,Balance Bikes
654,2020-11-01,-1.0,Balance Bikes
655,2020-11-02,-1.0,Balance Bikes
656,2020-11-03,-1.0,Balance Bikes
657,2020-11-04,-1.0,Balance Bikes
658,2020-11-05,-1.0,Balance Bikes
659,2020-11-06,-1.0,Balance Bikes
660,2020-11-07,-1.0,Balance Bikes
661,2020-11-08,-1.0,Balance Bikes
662,2020-11-09,-1.0,Balance Bikes
663,2020-11-10,-1.0,Balance Bikes
664,2020-11-11,-1.0,Balance Bikes
665,2020-11-12,-1.0,Balance Bikes
666,2020-11-13,-1.0,Balance Bikes
667,2020-11-14,-1.0,Balance Bikes
668,2020-11-15,-1.0,Balance Bikes
669,2020-11-16,-1.0,Balance Bikes
670,2020-11-17,-1.0,Balance Bikes
671,2020-11-18,-1.0,Balance Bikes
672,2020-11-19,-1.0,Balance Bikes
673,2020-11-20,-1.0,Balance Bikes
674,2020-11-21,-1.0,Balance Bikes
675,2020-11-22,-1.0,Balance Bikes
676,2020-11-23,-1.0,Balance Bikes
677,2020-11-24,-1.0,Balance Bikes
678,2020-11-25,-1.0,Balance Bikes
679,2020-11-26,-1.0,Balance Bikes
680,2020-11-27,-1.0,Balance Bikes
681,2020-11-28,-1.0,Balance Bikes
682,2020-11-29,-1.0,Balance Bikes
683,2020-11-30,-1.0,Balance Bikes
684,2020-12-01,-1.0,Balance Bikes
685,2020-12-02,-1.0,Balance Bikes
686,2020-12-03,-1.0,Balance Bikes
687,2020-12-04,8121.0,Balance Bikes
688,2020-12-05,8121.0,Balance Bikes
689,2020-12-06,8121.0,Balance Bikes
690,2020-12-07,7750.0,Balance Bikes
691,2020-12-08,7436.0,Balance Bikes
692,2020-12-09,7047.0,Balance Bikes
693,2020-12-10,7047.0,Balance Bikes
694,2020-12-11,7047.0,Balance Bikes
695,2020-12-12,5885.0,Balance Bikes
696,2020-12-13,5885.0,Balance Bikes
697,2020-12-14,5885.0,Balance Bikes
698,2020-12-15,5542.0,Balance Bikes
699,2020-12-16,5542.0,Balance Bikes
700,2020-12-17,5542.0,Balance Bikes
701,2020-12-18,5542.0,Balance Bikes
702,2020-12-19,5542.0,Balance Bikes
703,2020-12-20,5542.0,Balance Bikes
704,2020-12-21,5542.0,Balance Bikes
705,2020-12-22,5542.0,Balance Bikes
706,2020-12-23,5542.0,Balance Bikes
707,2020-12-24,5542.0,Balance Bikes
708,2020-12-25,5542.0,Balance Bikes
709,2020-12-26,5542.0,Balance Bikes
710,2020-12-27,5542.0,Balance Bikes
711,2020-12-28,5542.0,Balance Bikes
712,2020-12-29,15166.0,Balance Bikes
713,2020-12-30,15166.0,Balance Bikes
714,2020-12-31,15166.0,Balance Bikes
715,2021-01-01,19725.0,Balance Bikes
716,2021-01-02,19648.0,Balance Bikes
717,2021-01-03,19648.0,Balance Bikes
718,2021-01-04,19648.0,Balance Bikes
719,2021-01-05,19648.0,Balance Bikes
720,2021-01-06,19648.0,Balance Bikes
721,2021-01-07,26560.0,Balance Bikes
722,2021-01-08,26560.0,Balance Bikes
723,2021-01-09,26560.0,Balance Bikes
724,2021-01-10,33022.0,Balance Bikes
725,2021-01-11,27875.0,Balance Bikes
726,2021-01-12,27875.0,Balance Bikes
727,2021-01-13,27875.0,Balance Bikes
728,2021-01-14,27875.0,Balance Bikes
729,2021-01-15,27875.0,Balance Bikes
730,2021-01-16,27875.0,Balance Bikes
731,2021-01-17,27875.0,Balance Bikes
732,2021-01-18,55416.0,Balance Bikes
733,2021-01-19,55416.0,Balance Bikes
734,2021-01-20,55416.0,Balance Bikes
735,2021-01-21,55416.0,Balance Bikes
736,2021-01-22,71457.0,Balance Bikes
737,2021-01-23,71457.0,Balance Bikes
738,2021-01-24,71457.0,Balance Bikes
739,2021-01-25,58567.0,Balance Bikes
740,2021-01-26,58567.0,Balance Bikes
741,2021-01-27,72913.0,Balance Bikes
742,2021-01-28,72913.0,Balance Bikes
743,2021-01-29,72913.0,Balance Bikes
744,2021-01-30,72913.0,Balance Bikes
745,2021-01-31,88037.0,Balance Bikes
746,2021-02-01,88037.0,Balance Bikes
747,2021-02-02,88037.0,Balance Bikes
748,2021-02-03,88037.0,Balance Bikes
749,2021-02-04,88037.0,Balance Bikes
750,2021-02-05,16451.0,Balance Bikes
751,2021-02-06,18257.0,Balance Bikes
752,2021-02-07,18257.0,Balance Bikes
753,2021-02-08,18257.0,Balance Bikes
754,2021-02-09,14158.0,Balance Bikes
755,2021-02-10,14158.0,Balance Bikes
756,2021-02-11,14158.0,Balance Bikes
757,2021-02-12,26271.0,Balance Bikes
758,2021-02-13,26271.0,Balance Bikes
759,2021-02-14,26271.0,Balance Bikes
760,2021-02-15,26271.0,Balance Bikes
761,2021-02-16,26271.0,Balance Bikes
762,2021-02-17,26271.0,Balance Bikes
763,2021-02-18,11988.0,Balance Bikes
764,2021-02-19,11988.0,Balance Bikes
765,2021-02-20,11988.0,Balance Bikes
766,2021-02-21,11988.0,Balance Bikes
767,2021-02-22,9525.0,Balance Bikes
768,2021-02-23,9525.0,Balance Bikes
769,2021-02-24,9525.0,Balance Bikes
770,2021-02-25,7697.0,Balance Bikes
771,2021-02-26,5765.0,Balance Bikes
772,2021-02-27,4960.0,Balance Bikes
773,2021-02-28,4960.0,Balance Bikes
774,2021-03-01,4960.0,Balance Bikes
775,2021-03-02,6261.0,Balance Bikes
776,2021-03-03,6261.0,Balance Bikes
777,2021-03-04,6261.0,Balance Bikes
778,2021-03-05,5517.0,Balance Bikes
779,2021-03-06,5517.0,Balance Bikes
780,2021-03-07,5517.0,Balance Bikes
781,2021-03-08,5446.0,Balance Bikes
782,2021-03-09,5446.0,Balance Bikes
783,2021-03-10,7456.0,Balance Bikes
784,2021-03-11,7456.0,Balance Bikes
785,2021-03-12,7143.0,Balance Bikes
786,2021-03-13,7143.0,Balance Bikes
787,2021-03-14,7143.0,Balance Bikes
788,2021-03-15,8210.0,Balance Bikes
789,2021-03-16,8210.0,Balance Bikes
790,2021-03-17,8210.0,Balance Bikes
791,2021-03-18,11462.0,Balance Bikes
792,2021-03-19,11462.0,Balance Bikes
793,2021-03-20,11462.0,Balance Bikes
794,2021-03-21,11462.0,Balance Bikes
795,2021-03-22,12726.0,Balance Bikes
796,2021-03-23,14511.0,Balance Bikes
797,2021-03-24,14511.0,Balance Bikes
798,2021-03-25,14511.0,Balance Bikes
799,2021-03-26,14511.0,Balance Bikes
800,2021-03-27,14511.0,Balance Bikes
801,2021-03-28,14511.0,Balance Bikes
802,2021-03-29,9786.0,Balance Bikes
803,2021-03-30,9786.0,Balance Bikes
804,2021-03-31,10621.0,Balance Bikes
805,2021-04-01,10621.0,Balance Bikes
806,2021-04-02,10621.0,Balance Bikes
807,2021-04-03,8518.0,Balance Bikes
808,2021-04-04,8518.0,Balance Bikes
809,2021-04-05,7655.0,Balance Bikes
810,2021-04-06,7655.0,Balance Bikes
811,2021-04-07,6152.0,Balance Bikes
812,2021-04-08,6152.0,Balance Bikes
813,2021-04-09,6152.0,Balance Bikes
814,2021-04-10,5002.0,Balance Bikes
815,2021-04-11,5002.0,Balance Bikes
816,2021-04-12,6875.0,Balance Bikes
817,2021-04-13,6875.0,Balance Bikes
818,2021-04-14,6875.0,Balance Bikes
819,2021-04-15,4792.0,Balance Bikes
820,2021-04-16,4792.0,Balance Bikes
821,2021-04-17,4615.0,Balance Bikes
822,2021-04-18,4909.0,Balance Bikes
823,2021-04-19,4220.0,Balance Bikes
824,2021-04-20,4116.0,Balance Bikes
825,2021-04-21,4116.0,Balance Bikes
826,2021-04-22,4464.0,Balance Bikes
827,2021-04-23,4464.0,Balance Bikes
828,2021-04-24,4535.0,Balance Bikes
829,2021-04-25,4535.0,Balance Bikes
830,2021-04-26,4535.0,Balance Bikes
831,2021-04-27,4014.0,Balance Bikes
832,2021-04-28,5094.0,Balance Bikes
833,2021-04-29,5094.0,Balance Bikes
834,2021-04-30,5094.0,Balance Bikes
835,2021-05-01,5081.0,Balance Bikes
836,2021-05-02,5081.0,Balance Bikes
837,2021-05-03,5081.0,Balance Bikes
838,2021-05-04,4334.0,Balance Bikes
839,2021-05-05,4334.0,Balance Bikes
840,2021-05-06,3811.0,Balance Bikes
841,2021-05-07,3811.0,Balance Bikes
842,2021-05-08,4679.0,Balance Bikes
843,2021-05-09,4679.0,Balance Bikes
844,2021-05-10,4679.0,Balance Bikes
845,2021-05-11,5216.0,Balance Bikes
846,2021-05-12,5216.0,Balance Bikes
847,2021-05-13,4562.0,Balance Bikes
848,2021-05-14,4562.0,Balance Bikes
849,2021-05-15,4562.0,Balance Bikes
850,2021-05-16,3923.0,Balance Bikes
851,2021-05-17,3923.0,Balance Bikes
852,2021-05-18,3864.0,Balance Bikes
853,2021-05-19,3864.0,Balance Bikes
854,2021-05-20,5130.0,Balance Bikes
855,2021-05-21,5130.0,Balance Bikes
856,2021-05-22,5338.0,Balance Bikes
857,2021-05-23,5185.0,Balance Bikes
858,2021-05-24,5185.0,Balance Bikes
859,2021-05-25,5663.0,Balance Bikes
860,2021-05-26,5663.0,Balance Bikes
861,2021-05-27,5298.0,Balance Bikes
862,2021-05-28,5298.0,Balance Bikes
863,2021-05-29,5202.0,Balance Bikes
864,2021-05-30,5792.0,Balance Bikes
865,2021-05-31,5792.0,Balance Bikes
866,2021-06-01,7674.0,Balance Bikes
867,2021-06-02,7674.0,Balance Bikes
868,2021-06-03,3753.0,Balance Bikes
869,2021-06-04,3753.0,Balance Bikes
870,2021-06-05,3835.0,Balance Bikes
871,2021-06-06,3854.0,Balance Bikes
872,2021-06-07,3854.0,Balance Bikes
873,2021-06-08,3980.0,Balance Bikes
874,2021-06-09,4092.0,Balance Bikes
875,2021-06-10,3359.0,Balance Bikes
876,2021-06-11,3359.0,Balance Bikes
877,2021-06-12,3359.0,Balance Bikes
878,2021-06-13,4003.0,Balance Bikes
879,2021-06-14,4003.0,Balance Bikes
880,2021-06-15,4764.0,Balance Bikes
881,2021-06-16,4400.0,Balance Bikes
882,2021-06-17,4400.0,Balance Bikes
883,2021-06-18,3854.0,Balance Bikes
884,2021-06-19,3854.0,Balance Bikes
885,2021-06-20,3854.0,Balance Bikes
886,2021-06-21,3418.0,Balance Bikes
887,2021-06-22,7731.0,Balance Bikes
888,2021-06-23,7458.0,Balance Bikes
889,2021-06-24,7458.0,Balance Bikes
890,2021-06-25,5058.0,Balance Bikes
891,2021-06-26,5058.0,Balance Bikes
892,2021-06-27,5058.0,Balance Bikes
893,2021-06-28,4178.0,Balance Bikes
894,2021-06-29,4367.0,Balance Bikes
895,2021-06-30,4367.0,Balance Bikes
896,2021-07-01,3157.0,Balance Bikes
897,2021-07-02,4888.0,Balance Bikes
898,2021-07-03,5115.0,Balance Bikes
899,2021-07-04,5115.0,Balance Bikes
900,2021-07-05,4720.0,Balance Bikes
901,2021-07-06,4720.0,Balance Bikes
902,2021-07-07,4720.0,Balance Bikes
903,2021-07-08,3729.0,Balance Bikes
904,2021-07-09,2890.0,Balance Bikes
905,2021-07-10,2890.0,Balance Bikes
906,2021-07-11,3487.0,Balance Bikes
