,date,value,name_B016EUEHBC
558,2020-01-20,32996.0,Outdoor Thermometers
559,2020-01-21,24043.0,Outdoor Thermometers
560,2020-01-22,24043.0,Outdoor Thermometers
561,2020-01-23,24043.0,Outdoor Thermometers
562,2020-01-24,24043.0,Outdoor Thermometers
563,2020-01-25,27131.0,Outdoor Thermometers
564,2020-01-26,29088.0,Outdoor Thermometers
565,2020-01-27,29088.0,Outdoor Thermometers
566,2020-01-28,29088.0,Outdoor Thermometers
567,2020-01-29,33306.0,Outdoor Thermometers
568,2020-01-30,33306.0,Outdoor Thermometers
569,2020-01-31,33306.0,Outdoor Thermometers
570,2020-02-01,33306.0,Outdoor Thermometers
571,2020-02-02,33306.0,Outdoor Thermometers
572,2020-02-03,47382.0,Outdoor Thermometers
573,2020-02-04,47382.0,Outdoor Thermometers
574,2020-02-05,47382.0,Outdoor Thermometers
575,2020-02-06,47382.0,Outdoor Thermometers
576,2020-02-07,47382.0,Outdoor Thermometers
577,2020-02-08,32180.0,Outdoor Thermometers
578,2020-02-09,32180.0,Outdoor Thermometers
579,2020-02-10,32180.0,Outdoor Thermometers
580,2020-02-11,32180.0,Outdoor Thermometers
581,2020-02-12,32180.0,Outdoor Thermometers
582,2020-02-13,32180.0,Outdoor Thermometers
583,2020-02-14,32180.0,Outdoor Thermometers
584,2020-02-15,19960.0,Outdoor Thermometers
585,2020-02-16,21643.0,Outdoor Thermometers
586,2020-02-17,21643.0,Outdoor Thermometers
587,2020-02-18,21643.0,Outdoor Thermometers
588,2020-02-19,24653.0,Outdoor Thermometers
589,2020-02-20,49882.0,Outdoor Thermometers
590,2020-02-21,49882.0,Outdoor Thermometers
591,2020-02-22,49882.0,Outdoor Thermometers
592,2020-02-23,7863.0,Outdoor Thermometers
593,2020-02-24,7863.0,Outdoor Thermometers
594,2020-02-25,7863.0,Outdoor Thermometers
595,2020-02-26,46744.0,Outdoor Thermometers
596,2020-02-27,46744.0,Outdoor Thermometers
597,2020-02-28,46744.0,Outdoor Thermometers
598,2020-02-29,45674.0,Outdoor Thermometers
599,2020-03-01,45674.0,Outdoor Thermometers
600,2020-03-02,43553.0,Outdoor Thermometers
601,2020-03-03,43553.0,Outdoor Thermometers
602,2020-03-04,43553.0,Outdoor Thermometers
603,2020-03-05,108075.0,Outdoor Thermometers
604,2020-03-06,108075.0,Outdoor Thermometers
605,2020-03-07,108075.0,Outdoor Thermometers
606,2020-03-08,-1.0,Outdoor Thermometers
