,date,value,name_B07ZT5L2KG
558,2021-05-16,5432.0,Recliner Slipcovers
559,2021-05-17,5432.0,Recliner Slipcovers
560,2021-05-18,6181.0,Recliner Slipcovers
561,2021-05-19,6181.0,Recliner Slipcovers
562,2021-05-20,7404.0,Recliner Slipcovers
563,2021-05-21,7404.0,Recliner Slipcovers
564,2021-05-22,7404.0,Recliner Slipcovers
565,2021-05-23,7695.0,Recliner Slipcovers
566,2021-05-24,7695.0,Recliner Slipcovers
567,2021-05-25,11956.0,Recliner Slipcovers
568,2021-05-26,11956.0,Recliner Slipcovers
569,2021-05-27,11956.0,Recliner Slipcovers
570,2021-05-28,9704.0,Recliner Slipcovers
571,2021-05-29,9704.0,Recliner Slipcovers
572,2021-05-30,5448.0,Recliner Slipcovers
573,2021-05-31,5448.0,Recliner Slipcovers
574,2021-06-01,5473.0,Recliner Slipcovers
575,2021-06-02,5473.0,Recliner Slipcovers
576,2021-06-03,5807.0,Recliner Slipcovers
577,2021-06-04,5807.0,Recliner Slipcovers
578,2021-06-05,5194.0,Recliner Slipcovers
579,2021-06-06,5194.0,Recliner Slipcovers
580,2021-06-07,5383.0,Recliner Slipcovers
581,2021-06-08,4738.0,Recliner Slipcovers
582,2021-06-09,5617.0,Recliner Slipcovers
583,2021-06-10,5617.0,Recliner Slipcovers
584,2021-06-11,5182.0,Recliner Slipcovers
585,2021-06-12,5182.0,Recliner Slipcovers
586,2021-06-13,5843.0,Recliner Slipcovers
587,2021-06-14,5843.0,Recliner Slipcovers
588,2021-06-15,7961.0,Recliner Slipcovers
589,2021-06-16,7565.0,Recliner Slipcovers
590,2021-06-17,7565.0,Recliner Slipcovers
591,2021-06-18,7565.0,Recliner Slipcovers
592,2021-06-19,7565.0,Recliner Slipcovers
593,2021-06-20,5839.0,Recliner Slipcovers
594,2021-06-21,6831.0,Recliner Slipcovers
595,2021-06-22,6831.0,Recliner Slipcovers
596,2021-06-23,7490.0,Recliner Slipcovers
597,2021-06-24,7490.0,Recliner Slipcovers
598,2021-06-25,7060.0,Recliner Slipcovers
599,2021-06-26,7060.0,Recliner Slipcovers
600,2021-06-27,5004.0,Recliner Slipcovers
601,2021-06-28,6116.0,Recliner Slipcovers
602,2021-06-29,5860.0,Recliner Slipcovers
603,2021-06-30,5857.0,Recliner Slipcovers
604,2021-07-01,5857.0,Recliner Slipcovers
605,2021-07-02,5729.0,Recliner Slipcovers
606,2021-07-03,4835.0,Recliner Slipcovers
607,2021-07-04,4835.0,Recliner Slipcovers
608,2021-07-05,5503.0,Recliner Slipcovers
609,2021-07-06,5503.0,Recliner Slipcovers
610,2021-07-07,5503.0,Recliner Slipcovers
611,2021-07-08,6584.0,Recliner Slipcovers
612,2021-07-09,6662.0,Recliner Slipcovers
613,2021-07-10,6662.0,Recliner Slipcovers
614,2021-07-11,5418.0,Recliner Slipcovers
