,date,value,name_B07VC7375R
592,2021-03-05,42.0,Electric Space Heaters
593,2021-03-06,42.0,Electric Space Heaters
594,2021-03-07,83.0,Electric Space Heaters
595,2021-03-08,81.0,Electric Space Heaters
596,2021-03-09,81.0,Electric Space Heaters
597,2021-03-10,450.0,Electric Space Heaters
598,2021-03-11,510.0,Electric Space Heaters
599,2021-03-12,584.0,Electric Space Heaters
600,2021-03-13,584.0,Electric Space Heaters
601,2021-03-14,584.0,Electric Space Heaters
602,2021-03-15,1381.0,Electric Space Heaters
603,2021-03-16,1381.0,Electric Space Heaters
604,2021-03-17,780.0,Electric Space Heaters
605,2021-03-18,1200.0,Electric Space Heaters
606,2021-03-19,1200.0,Electric Space Heaters
607,2021-03-20,1200.0,Electric Space Heaters
608,2021-03-21,2064.0,Electric Space Heaters
609,2021-03-22,2064.0,Electric Space Heaters
610,2021-03-23,5444.0,Electric Space Heaters
611,2021-03-24,5444.0,Electric Space Heaters
612,2021-03-25,5444.0,Electric Space Heaters
613,2021-03-26,9155.0,Electric Space Heaters
614,2021-03-27,9155.0,Electric Space Heaters
615,2021-03-28,13557.0,Electric Space Heaters
616,2021-03-29,13557.0,Electric Space Heaters
617,2021-03-30,13557.0,Electric Space Heaters
618,2021-03-31,15016.0,Electric Space Heaters
619,2021-04-01,15016.0,Electric Space Heaters
620,2021-04-02,15016.0,Electric Space Heaters
621,2021-04-03,19430.0,Electric Space Heaters
622,2021-04-04,19430.0,Electric Space Heaters
623,2021-04-05,21529.0,Electric Space Heaters
624,2021-04-06,21529.0,Electric Space Heaters
625,2021-04-07,21529.0,Electric Space Heaters
626,2021-04-08,20939.0,Electric Space Heaters
627,2021-04-09,20939.0,Electric Space Heaters
628,2021-04-10,20939.0,Electric Space Heaters
629,2021-04-11,32986.0,Electric Space Heaters
630,2021-04-12,32986.0,Electric Space Heaters
631,2021-04-13,30313.0,Electric Space Heaters
632,2021-04-14,30313.0,Electric Space Heaters
633,2021-04-15,30313.0,Electric Space Heaters
634,2021-04-16,27244.0,Electric Space Heaters
635,2021-04-17,27244.0,Electric Space Heaters
636,2021-04-18,27244.0,Electric Space Heaters
637,2021-04-19,27244.0,Electric Space Heaters
638,2021-04-20,35948.0,Electric Space Heaters
639,2021-04-21,35948.0,Electric Space Heaters
640,2021-04-22,13733.0,Electric Space Heaters
641,2021-04-23,13733.0,Electric Space Heaters
642,2021-04-24,13733.0,Electric Space Heaters
643,2021-04-25,13733.0,Electric Space Heaters
644,2021-04-26,13733.0,Electric Space Heaters
645,2021-04-27,15835.0,Electric Space Heaters
646,2021-04-28,15835.0,Electric Space Heaters
647,2021-04-29,16256.0,Electric Space Heaters
648,2021-04-30,16256.0,Electric Space Heaters
649,2021-05-01,16256.0,Electric Space Heaters
650,2021-05-02,16256.0,Electric Space Heaters
651,2021-05-03,25600.0,Electric Space Heaters
652,2021-05-04,25600.0,Electric Space Heaters
653,2021-05-05,20688.0,Electric Space Heaters
654,2021-05-06,20688.0,Electric Space Heaters
655,2021-05-07,17386.0,Electric Space Heaters
656,2021-05-08,17386.0,Electric Space Heaters
657,2021-05-09,26543.0,Electric Space Heaters
658,2021-05-10,27169.0,Electric Space Heaters
659,2021-05-11,27169.0,Electric Space Heaters
660,2021-05-12,39167.0,Electric Space Heaters
661,2021-05-13,39167.0,Electric Space Heaters
662,2021-05-14,39167.0,Electric Space Heaters
663,2021-05-15,16272.0,Electric Space Heaters
664,2021-05-16,16272.0,Electric Space Heaters
665,2021-05-17,9648.0,Electric Space Heaters
666,2021-05-18,9648.0,Electric Space Heaters
667,2021-05-19,6761.0,Electric Space Heaters
668,2021-05-20,9280.0,Electric Space Heaters
669,2021-05-21,7705.0,Electric Space Heaters
670,2021-05-22,7705.0,Electric Space Heaters
671,2021-05-23,8159.0,Electric Space Heaters
672,2021-05-24,8159.0,Electric Space Heaters
673,2021-05-25,8447.0,Electric Space Heaters
674,2021-05-26,9089.0,Electric Space Heaters
675,2021-05-27,9089.0,Electric Space Heaters
676,2021-05-28,6356.0,Electric Space Heaters
677,2021-05-29,6356.0,Electric Space Heaters
678,2021-05-30,5801.0,Electric Space Heaters
679,2021-05-31,5801.0,Electric Space Heaters
680,2021-06-01,5801.0,Electric Space Heaters
681,2021-06-02,5394.0,Electric Space Heaters
682,2021-06-03,5394.0,Electric Space Heaters
683,2021-06-04,6244.0,Electric Space Heaters
684,2021-06-05,8451.0,Electric Space Heaters
685,2021-06-06,8451.0,Electric Space Heaters
686,2021-06-07,14079.0,Electric Space Heaters
687,2021-06-08,10397.0,Electric Space Heaters
688,2021-06-09,10397.0,Electric Space Heaters
689,2021-06-10,8591.0,Electric Space Heaters
690,2021-06-11,8223.0,Electric Space Heaters
691,2021-06-12,8223.0,Electric Space Heaters
692,2021-06-13,12101.0,Electric Space Heaters
693,2021-06-14,12101.0,Electric Space Heaters
694,2021-06-15,12461.0,Electric Space Heaters
695,2021-06-16,12461.0,Electric Space Heaters
696,2021-06-17,13164.0,Electric Space Heaters
697,2021-06-18,13164.0,Electric Space Heaters
698,2021-06-19,13164.0,Electric Space Heaters
699,2021-06-20,13219.0,Electric Space Heaters
700,2021-06-21,14402.0,Electric Space Heaters
701,2021-06-22,14402.0,Electric Space Heaters
702,2021-06-23,14402.0,Electric Space Heaters
703,2021-06-24,11301.0,Electric Space Heaters
704,2021-06-25,13624.0,Electric Space Heaters
705,2021-06-26,13624.0,Electric Space Heaters
706,2021-06-27,13624.0,Electric Space Heaters
707,2021-06-28,19592.0,Electric Space Heaters
708,2021-06-29,11112.0,Electric Space Heaters
709,2021-06-30,11143.0,Electric Space Heaters
710,2021-07-01,9080.0,Electric Space Heaters
711,2021-07-02,9080.0,Electric Space Heaters
712,2021-07-03,9080.0,Electric Space Heaters
713,2021-07-04,12982.0,Electric Space Heaters
714,2021-07-05,12982.0,Electric Space Heaters
715,2021-07-06,14888.0,Electric Space Heaters
716,2021-07-07,14888.0,Electric Space Heaters
717,2021-07-08,14888.0,Electric Space Heaters
718,2021-07-09,10822.0,Electric Space Heaters
719,2021-07-10,9753.0,Electric Space Heaters
