,date,value,name_B082YFC9LC
481,2021-04-19,10688.0,Pool & Spa Replacement Parts
482,2021-04-20,10688.0,Pool & Spa Replacement Parts
483,2021-04-21,9927.0,Pool & Spa Replacement Parts
484,2021-04-22,9927.0,Pool & Spa Replacement Parts
485,2021-04-23,9927.0,Pool & Spa Replacement Parts
486,2021-04-24,9616.0,Pool & Spa Replacement Parts
487,2021-04-25,9616.0,Pool & Spa Replacement Parts
488,2021-04-26,9616.0,Pool & Spa Replacement Parts
489,2021-04-27,9616.0,Pool & Spa Replacement Parts
490,2021-04-28,9616.0,Pool & Spa Replacement Parts
491,2021-04-29,12659.0,Pool & Spa Replacement Parts
492,2021-04-30,12659.0,Pool & Spa Replacement Parts
493,2021-05-01,12659.0,Pool & Spa Replacement Parts
494,2021-05-02,8209.0,Pool & Spa Replacement Parts
495,2021-05-03,8209.0,Pool & Spa Replacement Parts
496,2021-05-04,8209.0,Pool & Spa Replacement Parts
497,2021-05-05,8080.0,Pool & Spa Replacement Parts
498,2021-05-06,8936.0,Pool & Spa Replacement Parts
499,2021-05-07,8936.0,Pool & Spa Replacement Parts
500,2021-05-08,11046.0,Pool & Spa Replacement Parts
501,2021-05-09,11046.0,Pool & Spa Replacement Parts
502,2021-05-10,11046.0,Pool & Spa Replacement Parts
503,2021-05-11,6005.0,Pool & Spa Replacement Parts
504,2021-05-12,6005.0,Pool & Spa Replacement Parts
505,2021-05-13,9440.0,Pool & Spa Replacement Parts
506,2021-05-14,10924.0,Pool & Spa Replacement Parts
507,2021-05-15,10924.0,Pool & Spa Replacement Parts
508,2021-05-16,10924.0,Pool & Spa Replacement Parts
509,2021-05-17,10924.0,Pool & Spa Replacement Parts
510,2021-05-18,12745.0,Pool & Spa Replacement Parts
511,2021-05-19,12745.0,Pool & Spa Replacement Parts
512,2021-05-20,7940.0,Pool & Spa Replacement Parts
513,2021-05-21,8532.0,Pool & Spa Replacement Parts
514,2021-05-22,7870.0,Pool & Spa Replacement Parts
515,2021-05-23,7870.0,Pool & Spa Replacement Parts
516,2021-05-24,7870.0,Pool & Spa Replacement Parts
517,2021-05-25,8703.0,Pool & Spa Replacement Parts
518,2021-05-26,10359.0,Pool & Spa Replacement Parts
519,2021-05-27,10359.0,Pool & Spa Replacement Parts
520,2021-05-28,10359.0,Pool & Spa Replacement Parts
521,2021-05-29,11491.0,Pool & Spa Replacement Parts
522,2021-05-30,11491.0,Pool & Spa Replacement Parts
523,2021-05-31,11843.0,Pool & Spa Replacement Parts
524,2021-06-01,13552.0,Pool & Spa Replacement Parts
525,2021-06-02,12165.0,Pool & Spa Replacement Parts
526,2021-06-03,12008.0,Pool & Spa Replacement Parts
527,2021-06-04,12008.0,Pool & Spa Replacement Parts
528,2021-06-05,11934.0,Pool & Spa Replacement Parts
529,2021-06-06,12351.0,Pool & Spa Replacement Parts
530,2021-06-07,12351.0,Pool & Spa Replacement Parts
531,2021-06-08,12727.0,Pool & Spa Replacement Parts
532,2021-06-09,12240.0,Pool & Spa Replacement Parts
533,2021-06-10,12240.0,Pool & Spa Replacement Parts
534,2021-06-11,12240.0,Pool & Spa Replacement Parts
535,2021-06-12,12240.0,Pool & Spa Replacement Parts
536,2021-06-13,12806.0,Pool & Spa Replacement Parts
537,2021-06-14,10810.0,Pool & Spa Replacement Parts
538,2021-06-15,10810.0,Pool & Spa Replacement Parts
539,2021-06-16,11679.0,Pool & Spa Replacement Parts
540,2021-06-17,11358.0,Pool & Spa Replacement Parts
541,2021-06-18,11358.0,Pool & Spa Replacement Parts
542,2021-06-19,11358.0,Pool & Spa Replacement Parts
543,2021-06-20,16943.0,Pool & Spa Replacement Parts
544,2021-06-21,12307.0,Pool & Spa Replacement Parts
545,2021-06-22,12307.0,Pool & Spa Replacement Parts
546,2021-06-23,12307.0,Pool & Spa Replacement Parts
547,2021-06-24,12307.0,Pool & Spa Replacement Parts
548,2021-06-25,26205.0,Pool & Spa Replacement Parts
549,2021-06-26,26205.0,Pool & Spa Replacement Parts
550,2021-06-27,11688.0,Pool & Spa Replacement Parts
551,2021-06-28,11688.0,Pool & Spa Replacement Parts
552,2021-06-29,11688.0,Pool & Spa Replacement Parts
553,2021-06-30,11688.0,Pool & Spa Replacement Parts
554,2021-07-01,16312.0,Pool & Spa Replacement Parts
555,2021-07-02,16312.0,Pool & Spa Replacement Parts
556,2021-07-03,16312.0,Pool & Spa Replacement Parts
557,2021-07-04,16312.0,Pool & Spa Replacement Parts
558,2021-07-05,12587.0,Pool & Spa Replacement Parts
559,2021-07-06,12587.0,Pool & Spa Replacement Parts
560,2021-07-07,15414.0,Pool & Spa Replacement Parts
561,2021-07-08,16620.0,Pool & Spa Replacement Parts
562,2021-07-09,16620.0,Pool & Spa Replacement Parts
563,2021-07-10,16620.0,Pool & Spa Replacement Parts
564,2021-07-11,22339.0,Pool & Spa Replacement Parts
