,date,value,name_B01B4AJVEA
607,2020-03-09,38876.0,Mattress Protectors
608,2020-03-10,38876.0,Mattress Protectors
609,2020-03-11,37839.0,Mattress Protectors
610,2020-03-12,28610.0,Mattress Protectors
611,2020-03-13,25923.0,Mattress Protectors
612,2020-03-14,25923.0,Mattress Protectors
613,2020-03-15,25923.0,Mattress Protectors
614,2020-03-16,25923.0,Mattress Protectors
615,2020-03-17,25923.0,Mattress Protectors
616,2020-03-18,28274.0,Mattress Protectors
617,2020-03-19,28274.0,Mattress Protectors
618,2020-03-20,28274.0,Mattress Protectors
619,2020-03-21,23014.0,Mattress Protectors
620,2020-03-22,23014.0,Mattress Protectors
621,2020-03-23,23014.0,Mattress Protectors
622,2020-03-24,23014.0,Mattress Protectors
623,2020-03-25,18218.0,Mattress Protectors
624,2020-03-26,21815.0,Mattress Protectors
625,2020-03-27,21815.0,Mattress Protectors
626,2020-03-28,21815.0,Mattress Protectors
627,2020-03-29,21511.0,Mattress Protectors
628,2020-03-30,21511.0,Mattress Protectors
629,2020-03-31,21511.0,Mattress Protectors
630,2020-04-01,31624.0,Mattress Protectors
631,2020-04-02,31624.0,Mattress Protectors
632,2020-04-03,31624.0,Mattress Protectors
633,2020-04-04,22754.0,Mattress Protectors
634,2020-04-05,22754.0,Mattress Protectors
635,2020-04-06,22754.0,Mattress Protectors
636,2020-04-07,31991.0,Mattress Protectors
637,2020-04-08,31991.0,Mattress Protectors
638,2020-04-09,31991.0,Mattress Protectors
639,2020-04-10,27722.0,Mattress Protectors
640,2020-04-11,30756.0,Mattress Protectors
641,2020-04-12,25354.0,Mattress Protectors
642,2020-04-13,25354.0,Mattress Protectors
643,2020-04-14,25354.0,Mattress Protectors
644,2020-04-15,25354.0,Mattress Protectors
645,2020-04-16,43010.0,Mattress Protectors
646,2020-04-17,43010.0,Mattress Protectors
647,2020-04-18,58603.0,Mattress Protectors
648,2020-04-19,76357.0,Mattress Protectors
649,2020-04-20,76357.0,Mattress Protectors
650,2020-04-21,76357.0,Mattress Protectors
651,2020-04-22,103657.0,Mattress Protectors
652,2020-04-23,103657.0,Mattress Protectors
653,2020-04-24,140475.0,Mattress Protectors
654,2020-04-25,104124.0,Mattress Protectors
655,2020-04-26,143682.0,Mattress Protectors
656,2020-04-27,143682.0,Mattress Protectors
657,2020-04-28,143682.0,Mattress Protectors
658,2020-04-29,143682.0,Mattress Protectors
659,2020-04-30,199576.0,Mattress Protectors
660,2020-05-01,199576.0,Mattress Protectors
661,2020-05-02,60719.0,Mattress Protectors
662,2020-05-03,58086.0,Mattress Protectors
663,2020-05-04,58086.0,Mattress Protectors
664,2020-05-05,58086.0,Mattress Protectors
665,2020-05-06,36361.0,Mattress Protectors
666,2020-05-07,36361.0,Mattress Protectors
667,2020-05-08,36361.0,Mattress Protectors
668,2020-05-09,29216.0,Mattress Protectors
669,2020-05-10,29216.0,Mattress Protectors
670,2020-05-11,28831.0,Mattress Protectors
671,2020-05-12,22574.0,Mattress Protectors
672,2020-05-13,26106.0,Mattress Protectors
673,2020-05-14,26106.0,Mattress Protectors
674,2020-05-15,43047.0,Mattress Protectors
675,2020-05-16,43047.0,Mattress Protectors
676,2020-05-17,32218.0,Mattress Protectors
677,2020-05-18,32218.0,Mattress Protectors
678,2020-05-19,32218.0,Mattress Protectors
679,2020-05-20,41935.0,Mattress Protectors
680,2020-05-21,41935.0,Mattress Protectors
681,2020-05-22,44187.0,Mattress Protectors
682,2020-05-23,44187.0,Mattress Protectors
683,2020-05-24,44187.0,Mattress Protectors
684,2020-05-25,44187.0,Mattress Protectors
685,2020-05-26,44187.0,Mattress Protectors
686,2020-05-27,44187.0,Mattress Protectors
687,2020-05-28,37630.0,Mattress Protectors
688,2020-05-29,37630.0,Mattress Protectors
689,2020-05-30,37630.0,Mattress Protectors
690,2020-05-31,37630.0,Mattress Protectors
691,2020-06-01,37630.0,Mattress Protectors
692,2020-06-02,37630.0,Mattress Protectors
693,2020-06-03,27584.0,Mattress Protectors
694,2020-06-04,26044.0,Mattress Protectors
695,2020-06-05,26044.0,Mattress Protectors
696,2020-06-06,26044.0,Mattress Protectors
697,2020-06-07,42514.0,Mattress Protectors
698,2020-06-08,57543.0,Mattress Protectors
699,2020-06-09,57543.0,Mattress Protectors
700,2020-06-10,41250.0,Mattress Protectors
701,2020-06-11,39809.0,Mattress Protectors
702,2020-06-12,54675.0,Mattress Protectors
703,2020-06-13,44281.0,Mattress Protectors
704,2020-06-14,44281.0,Mattress Protectors
705,2020-06-15,44281.0,Mattress Protectors
706,2020-06-16,62265.0,Mattress Protectors
707,2020-06-17,62265.0,Mattress Protectors
708,2020-06-18,44179.0,Mattress Protectors
709,2020-06-19,47571.0,Mattress Protectors
710,2020-06-20,52628.0,Mattress Protectors
711,2020-06-21,52628.0,Mattress Protectors
712,2020-06-22,52628.0,Mattress Protectors
713,2020-06-23,65219.0,Mattress Protectors
714,2020-06-24,32164.0,Mattress Protectors
715,2020-06-25,35344.0,Mattress Protectors
716,2020-06-26,32254.0,Mattress Protectors
717,2020-06-27,32254.0,Mattress Protectors
718,2020-06-28,30921.0,Mattress Protectors
719,2020-06-29,37547.0,Mattress Protectors
720,2020-06-30,28237.0,Mattress Protectors
721,2020-07-01,35897.0,Mattress Protectors
722,2020-07-02,35897.0,Mattress Protectors
723,2020-07-03,35897.0,Mattress Protectors
724,2020-07-04,27597.0,Mattress Protectors
725,2020-07-05,32054.0,Mattress Protectors
726,2020-07-06,30978.0,Mattress Protectors
727,2020-07-07,32505.0,Mattress Protectors
728,2020-07-08,32505.0,Mattress Protectors
729,2020-07-09,32505.0,Mattress Protectors
730,2020-07-10,28049.0,Mattress Protectors
731,2020-07-11,28049.0,Mattress Protectors
732,2020-07-12,28049.0,Mattress Protectors
733,2020-07-13,16874.0,Mattress Protectors
734,2020-07-14,20022.0,Mattress Protectors
735,2020-07-15,20022.0,Mattress Protectors
736,2020-07-16,20022.0,Mattress Protectors
737,2020-07-17,20899.0,Mattress Protectors
738,2020-07-18,21212.0,Mattress Protectors
739,2020-07-19,21212.0,Mattress Protectors
740,2020-07-20,27426.0,Mattress Protectors
741,2020-07-21,18617.0,Mattress Protectors
742,2020-07-22,18617.0,Mattress Protectors
743,2020-07-23,20161.0,Mattress Protectors
744,2020-07-24,20161.0,Mattress Protectors
745,2020-07-25,20161.0,Mattress Protectors
746,2020-07-26,20161.0,Mattress Protectors
747,2020-07-27,28823.0,Mattress Protectors
748,2020-07-28,21809.0,Mattress Protectors
749,2020-07-29,23642.0,Mattress Protectors
750,2020-07-30,22561.0,Mattress Protectors
751,2020-07-31,22561.0,Mattress Protectors
752,2020-08-01,22538.0,Mattress Protectors
753,2020-08-02,22538.0,Mattress Protectors
754,2020-08-03,22538.0,Mattress Protectors
755,2020-08-04,30357.0,Mattress Protectors
756,2020-08-05,30357.0,Mattress Protectors
757,2020-08-06,26062.0,Mattress Protectors
758,2020-08-07,33622.0,Mattress Protectors
759,2020-08-08,8398.0,Mattress Protectors
760,2020-08-09,8398.0,Mattress Protectors
761,2020-08-10,5600.0,Mattress Protectors
762,2020-08-11,5600.0,Mattress Protectors
763,2020-08-12,12952.0,Mattress Protectors
764,2020-08-13,24774.0,Mattress Protectors
765,2020-08-14,24774.0,Mattress Protectors
766,2020-08-15,42845.0,Mattress Protectors
767,2020-08-16,64122.0,Mattress Protectors
768,2020-08-17,64122.0,Mattress Protectors
769,2020-08-18,82586.0,Mattress Protectors
770,2020-08-19,82586.0,Mattress Protectors
771,2020-08-20,49881.0,Mattress Protectors
772,2020-08-21,49881.0,Mattress Protectors
773,2020-08-22,44788.0,Mattress Protectors
774,2020-08-23,44788.0,Mattress Protectors
775,2020-08-24,44788.0,Mattress Protectors
776,2020-08-25,23424.0,Mattress Protectors
777,2020-08-26,23424.0,Mattress Protectors
778,2020-08-27,23424.0,Mattress Protectors
779,2020-08-28,23424.0,Mattress Protectors
780,2020-08-29,23542.0,Mattress Protectors
781,2020-08-30,25928.0,Mattress Protectors
782,2020-08-31,34537.0,Mattress Protectors
783,2020-09-01,34537.0,Mattress Protectors
784,2020-09-02,34537.0,Mattress Protectors
785,2020-09-03,34537.0,Mattress Protectors
786,2020-09-04,34537.0,Mattress Protectors
787,2020-09-05,113960.0,Mattress Protectors
788,2020-09-06,113960.0,Mattress Protectors
789,2020-09-07,113960.0,Mattress Protectors
790,2020-09-08,171611.0,Mattress Protectors
791,2020-09-09,171611.0,Mattress Protectors
792,2020-09-10,143551.0,Mattress Protectors
793,2020-09-11,143551.0,Mattress Protectors
794,2020-09-12,143551.0,Mattress Protectors
795,2020-09-13,143551.0,Mattress Protectors
796,2020-09-14,91150.0,Mattress Protectors
797,2020-09-15,91150.0,Mattress Protectors
798,2020-09-16,91150.0,Mattress Protectors
799,2020-09-17,137114.0,Mattress Protectors
800,2020-09-18,137114.0,Mattress Protectors
801,2020-09-19,78304.0,Mattress Protectors
802,2020-09-20,78304.0,Mattress Protectors
803,2020-09-21,108777.0,Mattress Protectors
804,2020-09-22,71244.0,Mattress Protectors
805,2020-09-23,79347.0,Mattress Protectors
806,2020-09-24,32915.0,Mattress Protectors
807,2020-09-25,30466.0,Mattress Protectors
808,2020-09-26,30082.0,Mattress Protectors
809,2020-09-27,30082.0,Mattress Protectors
810,2020-09-28,45639.0,Mattress Protectors
811,2020-09-29,45639.0,Mattress Protectors
812,2020-09-30,37122.0,Mattress Protectors
813,2020-10-01,37122.0,Mattress Protectors
814,2020-10-02,28154.0,Mattress Protectors
815,2020-10-03,28154.0,Mattress Protectors
816,2020-10-04,22230.0,Mattress Protectors
817,2020-10-05,22230.0,Mattress Protectors
818,2020-10-06,20024.0,Mattress Protectors
819,2020-10-07,21695.0,Mattress Protectors
820,2020-10-08,21695.0,Mattress Protectors
821,2020-10-09,21695.0,Mattress Protectors
822,2020-10-10,27262.0,Mattress Protectors
823,2020-10-11,27262.0,Mattress Protectors
824,2020-10-12,27262.0,Mattress Protectors
825,2020-10-13,27262.0,Mattress Protectors
826,2020-10-14,40623.0,Mattress Protectors
827,2020-10-15,40015.0,Mattress Protectors
828,2020-10-16,40015.0,Mattress Protectors
829,2020-10-17,40015.0,Mattress Protectors
830,2020-10-18,40015.0,Mattress Protectors
831,2020-10-19,55728.0,Mattress Protectors
832,2020-10-20,49213.0,Mattress Protectors
833,2020-10-21,49213.0,Mattress Protectors
834,2020-10-22,56563.0,Mattress Protectors
835,2020-10-23,71439.0,Mattress Protectors
836,2020-10-24,71439.0,Mattress Protectors
837,2020-10-25,71439.0,Mattress Protectors
838,2020-10-26,71439.0,Mattress Protectors
839,2020-10-27,51578.0,Mattress Protectors
840,2020-10-28,51578.0,Mattress Protectors
841,2020-10-29,37042.0,Mattress Protectors
842,2020-10-30,31578.0,Mattress Protectors
843,2020-10-31,46025.0,Mattress Protectors
844,2020-11-01,46025.0,Mattress Protectors
845,2020-11-02,46025.0,Mattress Protectors
846,2020-11-03,40851.0,Mattress Protectors
847,2020-11-04,40851.0,Mattress Protectors
848,2020-11-05,33403.0,Mattress Protectors
849,2020-11-06,33403.0,Mattress Protectors
850,2020-11-07,29997.0,Mattress Protectors
851,2020-11-08,29997.0,Mattress Protectors
852,2020-11-09,34007.0,Mattress Protectors
853,2020-11-10,30510.0,Mattress Protectors
854,2020-11-11,30510.0,Mattress Protectors
855,2020-11-12,30510.0,Mattress Protectors
856,2020-11-13,36741.0,Mattress Protectors
857,2020-11-14,36741.0,Mattress Protectors
858,2020-11-15,36741.0,Mattress Protectors
859,2020-11-16,30673.0,Mattress Protectors
860,2020-11-17,30673.0,Mattress Protectors
861,2020-11-18,30673.0,Mattress Protectors
862,2020-11-19,33585.0,Mattress Protectors
863,2020-11-20,33585.0,Mattress Protectors
864,2020-11-21,33594.0,Mattress Protectors
865,2020-11-22,33594.0,Mattress Protectors
866,2020-11-23,32857.0,Mattress Protectors
867,2020-11-24,36696.0,Mattress Protectors
868,2020-11-25,35765.0,Mattress Protectors
869,2020-11-26,41076.0,Mattress Protectors
870,2020-11-27,41076.0,Mattress Protectors
871,2020-11-28,40642.0,Mattress Protectors
872,2020-11-29,40642.0,Mattress Protectors
873,2020-11-30,59904.0,Mattress Protectors
874,2020-12-01,59904.0,Mattress Protectors
875,2020-12-02,59904.0,Mattress Protectors
876,2020-12-03,59904.0,Mattress Protectors
877,2020-12-04,46108.0,Mattress Protectors
878,2020-12-05,46108.0,Mattress Protectors
879,2020-12-06,46108.0,Mattress Protectors
880,2020-12-07,46108.0,Mattress Protectors
881,2020-12-08,59442.0,Mattress Protectors
882,2020-12-09,59442.0,Mattress Protectors
883,2020-12-10,61551.0,Mattress Protectors
884,2020-12-11,69503.0,Mattress Protectors
885,2020-12-12,69503.0,Mattress Protectors
886,2020-12-13,69503.0,Mattress Protectors
887,2020-12-14,42562.0,Mattress Protectors
888,2020-12-15,42562.0,Mattress Protectors
889,2020-12-16,42562.0,Mattress Protectors
890,2020-12-17,73169.0,Mattress Protectors
891,2020-12-18,73169.0,Mattress Protectors
892,2020-12-19,73169.0,Mattress Protectors
893,2020-12-20,67567.0,Mattress Protectors
894,2020-12-21,67567.0,Mattress Protectors
895,2020-12-22,74481.0,Mattress Protectors
896,2020-12-23,94308.0,Mattress Protectors
897,2020-12-24,94308.0,Mattress Protectors
898,2020-12-25,85267.0,Mattress Protectors
899,2020-12-26,85267.0,Mattress Protectors
900,2020-12-27,54557.0,Mattress Protectors
901,2020-12-28,54557.0,Mattress Protectors
902,2020-12-29,54557.0,Mattress Protectors
903,2020-12-30,56595.0,Mattress Protectors
904,2020-12-31,56595.0,Mattress Protectors
905,2021-01-01,56595.0,Mattress Protectors
906,2021-01-02,56270.0,Mattress Protectors
907,2021-01-03,56270.0,Mattress Protectors
908,2021-01-04,35679.0,Mattress Protectors
909,2021-01-05,35679.0,Mattress Protectors
910,2021-01-06,42094.0,Mattress Protectors
911,2021-01-07,29954.0,Mattress Protectors
912,2021-01-08,29954.0,Mattress Protectors
913,2021-01-09,26466.0,Mattress Protectors
914,2021-01-10,26466.0,Mattress Protectors
915,2021-01-11,26466.0,Mattress Protectors
916,2021-01-12,19119.0,Mattress Protectors
917,2021-01-13,15127.0,Mattress Protectors
918,2021-01-14,18751.0,Mattress Protectors
919,2021-01-15,15753.0,Mattress Protectors
920,2021-01-16,15753.0,Mattress Protectors
921,2021-01-17,17360.0,Mattress Protectors
922,2021-01-18,16221.0,Mattress Protectors
923,2021-01-19,16221.0,Mattress Protectors
924,2021-01-20,20614.0,Mattress Protectors
925,2021-01-21,20614.0,Mattress Protectors
926,2021-01-22,20614.0,Mattress Protectors
927,2021-01-23,20614.0,Mattress Protectors
928,2021-01-24,27796.0,Mattress Protectors
929,2021-01-25,25342.0,Mattress Protectors
930,2021-01-26,25348.0,Mattress Protectors
931,2021-01-27,32397.0,Mattress Protectors
932,2021-01-28,30909.0,Mattress Protectors
933,2021-01-29,37624.0,Mattress Protectors
934,2021-01-30,36631.0,Mattress Protectors
935,2021-01-31,36631.0,Mattress Protectors
936,2021-02-01,36363.0,Mattress Protectors
937,2021-02-02,38886.0,Mattress Protectors
938,2021-02-03,38886.0,Mattress Protectors
939,2021-02-04,38886.0,Mattress Protectors
940,2021-02-05,52550.0,Mattress Protectors
941,2021-02-06,52550.0,Mattress Protectors
942,2021-02-07,46463.0,Mattress Protectors
943,2021-02-08,46463.0,Mattress Protectors
944,2021-02-09,83730.0,Mattress Protectors
945,2021-02-10,83730.0,Mattress Protectors
946,2021-02-11,83730.0,Mattress Protectors
947,2021-02-12,83730.0,Mattress Protectors
948,2021-02-13,55510.0,Mattress Protectors
949,2021-02-14,55510.0,Mattress Protectors
950,2021-02-15,55510.0,Mattress Protectors
951,2021-02-16,72723.0,Mattress Protectors
952,2021-02-17,72723.0,Mattress Protectors
953,2021-02-18,72723.0,Mattress Protectors
954,2021-02-19,72723.0,Mattress Protectors
955,2021-02-20,72723.0,Mattress Protectors
956,2021-02-21,16922.0,Mattress Protectors
957,2021-02-22,16922.0,Mattress Protectors
958,2021-02-23,16922.0,Mattress Protectors
959,2021-02-24,44777.0,Mattress Protectors
960,2021-02-25,44777.0,Mattress Protectors
961,2021-02-26,44777.0,Mattress Protectors
962,2021-02-27,44777.0,Mattress Protectors
963,2021-02-28,52985.0,Mattress Protectors
964,2021-03-01,50730.0,Mattress Protectors
965,2021-03-02,50730.0,Mattress Protectors
966,2021-03-03,50730.0,Mattress Protectors
967,2021-03-04,50544.0,Mattress Protectors
968,2021-03-05,72929.0,Mattress Protectors
969,2021-03-06,72929.0,Mattress Protectors
970,2021-03-07,72929.0,Mattress Protectors
971,2021-03-08,72929.0,Mattress Protectors
972,2021-03-09,21060.0,Mattress Protectors
973,2021-03-10,23388.0,Mattress Protectors
974,2021-03-11,23388.0,Mattress Protectors
975,2021-03-12,23388.0,Mattress Protectors
976,2021-03-13,34967.0,Mattress Protectors
977,2021-03-14,34967.0,Mattress Protectors
978,2021-03-15,29222.0,Mattress Protectors
979,2021-03-16,29222.0,Mattress Protectors
980,2021-03-17,29222.0,Mattress Protectors
981,2021-03-18,27986.0,Mattress Protectors
982,2021-03-19,27986.0,Mattress Protectors
983,2021-03-20,27986.0,Mattress Protectors
984,2021-03-21,27986.0,Mattress Protectors
985,2021-03-22,27986.0,Mattress Protectors
986,2021-03-23,27986.0,Mattress Protectors
987,2021-03-24,41478.0,Mattress Protectors
988,2021-03-25,41478.0,Mattress Protectors
989,2021-03-26,34834.0,Mattress Protectors
990,2021-03-27,34834.0,Mattress Protectors
991,2021-03-28,37786.0,Mattress Protectors
992,2021-03-29,37786.0,Mattress Protectors
993,2021-03-30,41757.0,Mattress Protectors
994,2021-03-31,41757.0,Mattress Protectors
995,2021-04-01,60778.0,Mattress Protectors
996,2021-04-02,60778.0,Mattress Protectors
997,2021-04-03,60778.0,Mattress Protectors
998,2021-04-04,60778.0,Mattress Protectors
999,2021-04-05,74278.0,Mattress Protectors
1000,2021-04-06,97478.0,Mattress Protectors
1001,2021-04-07,97478.0,Mattress Protectors
1002,2021-04-08,81253.0,Mattress Protectors
1003,2021-04-09,81253.0,Mattress Protectors
1004,2021-04-10,81253.0,Mattress Protectors
1005,2021-04-11,66624.0,Mattress Protectors
1006,2021-04-12,66624.0,Mattress Protectors
1007,2021-04-13,32169.0,Mattress Protectors
1008,2021-04-14,32169.0,Mattress Protectors
1009,2021-04-15,16374.0,Mattress Protectors
1010,2021-04-16,14585.0,Mattress Protectors
1011,2021-04-17,14585.0,Mattress Protectors
1012,2021-04-18,8634.0,Mattress Protectors
1013,2021-04-19,10094.0,Mattress Protectors
1014,2021-04-20,10094.0,Mattress Protectors
1015,2021-04-21,9424.0,Mattress Protectors
1016,2021-04-22,9424.0,Mattress Protectors
1017,2021-04-23,8584.0,Mattress Protectors
1018,2021-04-24,8584.0,Mattress Protectors
1019,2021-04-25,9645.0,Mattress Protectors
1020,2021-04-26,9645.0,Mattress Protectors
1021,2021-04-27,11276.0,Mattress Protectors
1022,2021-04-28,10447.0,Mattress Protectors
1023,2021-04-29,10447.0,Mattress Protectors
1024,2021-04-30,10276.0,Mattress Protectors
1025,2021-05-01,11787.0,Mattress Protectors
1026,2021-05-02,11787.0,Mattress Protectors
1027,2021-05-03,11787.0,Mattress Protectors
1028,2021-05-04,19220.0,Mattress Protectors
1029,2021-05-05,19220.0,Mattress Protectors
1030,2021-05-06,16104.0,Mattress Protectors
1031,2021-05-07,12401.0,Mattress Protectors
1032,2021-05-08,12401.0,Mattress Protectors
1033,2021-05-09,13979.0,Mattress Protectors
1034,2021-05-10,13979.0,Mattress Protectors
1035,2021-05-11,19974.0,Mattress Protectors
1036,2021-05-12,19974.0,Mattress Protectors
1037,2021-05-13,20508.0,Mattress Protectors
1038,2021-05-14,20508.0,Mattress Protectors
1039,2021-05-15,20508.0,Mattress Protectors
1040,2021-05-16,20508.0,Mattress Protectors
1041,2021-05-17,25113.0,Mattress Protectors
1042,2021-05-18,25113.0,Mattress Protectors
1043,2021-05-19,24576.0,Mattress Protectors
1044,2021-05-20,24582.0,Mattress Protectors
1045,2021-05-21,24582.0,Mattress Protectors
1046,2021-05-22,29893.0,Mattress Protectors
1047,2021-05-23,29893.0,Mattress Protectors
1048,2021-05-24,21875.0,Mattress Protectors
1049,2021-05-25,18593.0,Mattress Protectors
1050,2021-05-26,18593.0,Mattress Protectors
1051,2021-05-27,18593.0,Mattress Protectors
1052,2021-05-28,14312.0,Mattress Protectors
1053,2021-05-29,13651.0,Mattress Protectors
1054,2021-05-30,13651.0,Mattress Protectors
1055,2021-05-31,13651.0,Mattress Protectors
1056,2021-06-01,13823.0,Mattress Protectors
1057,2021-06-02,10827.0,Mattress Protectors
1058,2021-06-03,10827.0,Mattress Protectors
1059,2021-06-04,10089.0,Mattress Protectors
1060,2021-06-05,13566.0,Mattress Protectors
1061,2021-06-06,13566.0,Mattress Protectors
1062,2021-06-07,14651.0,Mattress Protectors
1063,2021-06-08,17528.0,Mattress Protectors
1064,2021-06-09,19388.0,Mattress Protectors
1065,2021-06-10,18453.0,Mattress Protectors
1066,2021-06-11,18453.0,Mattress Protectors
1067,2021-06-12,18453.0,Mattress Protectors
1068,2021-06-13,34485.0,Mattress Protectors
1069,2021-06-14,42947.0,Mattress Protectors
1070,2021-06-15,25387.0,Mattress Protectors
1071,2021-06-16,25387.0,Mattress Protectors
1072,2021-06-17,34193.0,Mattress Protectors
1073,2021-06-18,34193.0,Mattress Protectors
1074,2021-06-19,32596.0,Mattress Protectors
1075,2021-06-20,32596.0,Mattress Protectors
1076,2021-06-21,24966.0,Mattress Protectors
1077,2021-06-22,24966.0,Mattress Protectors
1078,2021-06-23,30273.0,Mattress Protectors
1079,2021-06-24,30273.0,Mattress Protectors
1080,2021-06-25,30273.0,Mattress Protectors
1081,2021-06-26,30273.0,Mattress Protectors
1082,2021-06-27,27650.0,Mattress Protectors
1083,2021-06-28,27650.0,Mattress Protectors
1084,2021-06-29,20196.0,Mattress Protectors
1085,2021-06-30,24626.0,Mattress Protectors
1086,2021-07-01,19451.0,Mattress Protectors
1087,2021-07-02,19451.0,Mattress Protectors
1088,2021-07-03,19451.0,Mattress Protectors
1089,2021-07-04,16208.0,Mattress Protectors
1090,2021-07-05,27689.0,Mattress Protectors
1091,2021-07-06,27689.0,Mattress Protectors
1092,2021-07-07,19666.0,Mattress Protectors
1093,2021-07-08,19666.0,Mattress Protectors
1094,2021-07-09,24671.0,Mattress Protectors
1095,2021-07-10,24020.0,Mattress Protectors
