,date,value,name_B07DMBRVNK
665,2021-04-27,3137.0,Paper Towels
666,2021-04-28,4024.0,Paper Towels
667,2021-04-29,4024.0,Paper Towels
668,2021-04-30,4454.0,Paper Towels
669,2021-05-01,4454.0,Paper Towels
670,2021-05-02,3049.0,Paper Towels
671,2021-05-03,3049.0,Paper Towels
672,2021-05-04,2519.0,Paper Towels
673,2021-05-05,2519.0,Paper Towels
674,2021-05-06,2887.0,Paper Towels
675,2021-05-07,3381.0,Paper Towels
676,2021-05-08,3381.0,Paper Towels
677,2021-05-09,3381.0,Paper Towels
678,2021-05-10,3402.0,Paper Towels
679,2021-05-11,3402.0,Paper Towels
680,2021-05-12,4597.0,Paper Towels
681,2021-05-13,4597.0,Paper Towels
682,2021-05-14,4633.0,Paper Towels
683,2021-05-15,4633.0,Paper Towels
684,2021-05-16,3331.0,Paper Towels
685,2021-05-17,3516.0,Paper Towels
686,2021-05-18,3516.0,Paper Towels
687,2021-05-19,4662.0,Paper Towels
688,2021-05-20,4775.0,Paper Towels
689,2021-05-21,4859.0,Paper Towels
690,2021-05-22,4760.0,Paper Towels
691,2021-05-23,4760.0,Paper Towels
692,2021-05-24,4823.0,Paper Towels
693,2021-05-25,4823.0,Paper Towels
694,2021-05-26,4868.0,Paper Towels
695,2021-05-27,4868.0,Paper Towels
696,2021-05-28,4868.0,Paper Towels
697,2021-05-29,5403.0,Paper Towels
698,2021-05-30,5403.0,Paper Towels
699,2021-05-31,5350.0,Paper Towels
700,2021-06-01,5350.0,Paper Towels
701,2021-06-02,4123.0,Paper Towels
702,2021-06-03,5197.0,Paper Towels
703,2021-06-04,4666.0,Paper Towels
704,2021-06-05,6117.0,Paper Towels
705,2021-06-06,6117.0,Paper Towels
706,2021-06-07,6117.0,Paper Towels
707,2021-06-08,4986.0,Paper Towels
708,2021-06-09,4986.0,Paper Towels
709,2021-06-10,5298.0,Paper Towels
710,2021-06-11,5298.0,Paper Towels
711,2021-06-12,5416.0,Paper Towels
712,2021-06-13,5416.0,Paper Towels
713,2021-06-14,5365.0,Paper Towels
714,2021-06-15,5365.0,Paper Towels
715,2021-06-16,5365.0,Paper Towels
716,2021-06-17,5319.0,Paper Towels
717,2021-06-18,5528.0,Paper Towels
718,2021-06-19,5528.0,Paper Towels
719,2021-06-20,4008.0,Paper Towels
720,2021-06-21,4513.0,Paper Towels
721,2021-06-22,4651.0,Paper Towels
722,2021-06-23,4651.0,Paper Towels
723,2021-06-24,4543.0,Paper Towels
724,2021-06-25,4543.0,Paper Towels
725,2021-06-26,4543.0,Paper Towels
726,2021-06-27,4283.0,Paper Towels
727,2021-06-28,4283.0,Paper Towels
728,2021-06-29,5199.0,Paper Towels
729,2021-06-30,5173.0,Paper Towels
730,2021-07-01,5173.0,Paper Towels
731,2021-07-02,5173.0,Paper Towels
732,2021-07-03,4606.0,Paper Towels
733,2021-07-04,3844.0,Paper Towels
734,2021-07-05,3844.0,Paper Towels
735,2021-07-06,3844.0,Paper Towels
736,2021-07-07,3393.0,Paper Towels
737,2021-07-08,3393.0,Paper Towels
738,2021-07-09,4128.0,Paper Towels
739,2021-07-10,4622.0,Paper Towels
