,date,value,name_B01LMVWM06
483,2020-05-04,-1.0,Pre-Cut Quilt Squares
484,2020-05-05,-1.0,Pre-Cut Quilt Squares
485,2020-05-06,-1.0,Pre-Cut Quilt Squares
486,2020-05-07,-1.0,Pre-Cut Quilt Squares
487,2020-05-08,-1.0,Pre-Cut Quilt Squares
488,2020-05-09,-1.0,Pre-Cut Quilt Squares
489,2020-05-10,-1.0,Pre-Cut Quilt Squares
490,2020-05-11,-1.0,Pre-Cut Quilt Squares
491,2020-05-12,-1.0,Pre-Cut Quilt Squares
492,2020-05-13,-1.0,Pre-Cut Quilt Squares
493,2020-05-14,-1.0,Pre-Cut Quilt Squares
494,2020-05-15,-1.0,Pre-Cut Quilt Squares
495,2020-05-16,-1.0,Pre-Cut Quilt Squares
496,2020-05-17,-1.0,Pre-Cut Quilt Squares
497,2020-05-18,-1.0,Pre-Cut Quilt Squares
498,2020-05-19,-1.0,Pre-Cut Quilt Squares
499,2020-05-20,-1.0,Pre-Cut Quilt Squares
500,2020-05-21,-1.0,Pre-Cut Quilt Squares
501,2020-05-22,1861.0,Pre-Cut Quilt Squares
502,2020-05-23,1861.0,Pre-Cut Quilt Squares
503,2020-05-24,1861.0,Pre-Cut Quilt Squares
504,2020-05-25,3473.0,Pre-Cut Quilt Squares
505,2020-05-26,3176.0,Pre-Cut Quilt Squares
506,2020-05-27,3176.0,Pre-Cut Quilt Squares
507,2020-05-28,2656.0,Pre-Cut Quilt Squares
508,2020-05-29,2656.0,Pre-Cut Quilt Squares
509,2020-05-30,1629.0,Pre-Cut Quilt Squares
510,2020-05-31,1629.0,Pre-Cut Quilt Squares
511,2020-06-01,1629.0,Pre-Cut Quilt Squares
512,2020-06-02,1629.0,Pre-Cut Quilt Squares
513,2020-06-03,1230.0,Pre-Cut Quilt Squares
514,2020-06-04,1230.0,Pre-Cut Quilt Squares
515,2020-06-05,1185.0,Pre-Cut Quilt Squares
516,2020-06-06,1185.0,Pre-Cut Quilt Squares
517,2020-06-07,1185.0,Pre-Cut Quilt Squares
518,2020-06-08,2060.0,Pre-Cut Quilt Squares
519,2020-06-09,2060.0,Pre-Cut Quilt Squares
520,2020-06-10,2060.0,Pre-Cut Quilt Squares
521,2020-06-11,2060.0,Pre-Cut Quilt Squares
522,2020-06-12,2356.0,Pre-Cut Quilt Squares
523,2020-06-13,2356.0,Pre-Cut Quilt Squares
524,2020-06-14,2356.0,Pre-Cut Quilt Squares
525,2020-06-15,2785.0,Pre-Cut Quilt Squares
526,2020-06-16,2785.0,Pre-Cut Quilt Squares
527,2020-06-17,2785.0,Pre-Cut Quilt Squares
528,2020-06-18,2785.0,Pre-Cut Quilt Squares
529,2020-06-19,3007.0,Pre-Cut Quilt Squares
530,2020-06-20,3007.0,Pre-Cut Quilt Squares
531,2020-06-21,3007.0,Pre-Cut Quilt Squares
532,2020-06-22,3007.0,Pre-Cut Quilt Squares
533,2020-06-23,3546.0,Pre-Cut Quilt Squares
534,2020-06-24,3546.0,Pre-Cut Quilt Squares
535,2020-06-25,2000.0,Pre-Cut Quilt Squares
536,2020-06-26,2000.0,Pre-Cut Quilt Squares
537,2020-06-27,2000.0,Pre-Cut Quilt Squares
538,2020-06-28,2000.0,Pre-Cut Quilt Squares
539,2020-06-29,1452.0,Pre-Cut Quilt Squares
540,2020-06-30,1452.0,Pre-Cut Quilt Squares
541,2020-07-01,1296.0,Pre-Cut Quilt Squares
542,2020-07-02,1213.0,Pre-Cut Quilt Squares
543,2020-07-03,1396.0,Pre-Cut Quilt Squares
544,2020-07-04,1396.0,Pre-Cut Quilt Squares
545,2020-07-05,1396.0,Pre-Cut Quilt Squares
546,2020-07-06,1689.0,Pre-Cut Quilt Squares
547,2020-07-07,1486.0,Pre-Cut Quilt Squares
548,2020-07-08,1486.0,Pre-Cut Quilt Squares
549,2020-07-09,1486.0,Pre-Cut Quilt Squares
550,2020-07-10,1337.0,Pre-Cut Quilt Squares
551,2020-07-11,1337.0,Pre-Cut Quilt Squares
552,2020-07-12,1764.0,Pre-Cut Quilt Squares
553,2020-07-13,1764.0,Pre-Cut Quilt Squares
554,2020-07-14,1764.0,Pre-Cut Quilt Squares
555,2020-07-15,1261.0,Pre-Cut Quilt Squares
556,2020-07-16,1261.0,Pre-Cut Quilt Squares
557,2020-07-17,1261.0,Pre-Cut Quilt Squares
558,2020-07-18,1261.0,Pre-Cut Quilt Squares
559,2020-07-19,1575.0,Pre-Cut Quilt Squares
560,2020-07-20,1575.0,Pre-Cut Quilt Squares
561,2020-07-21,1575.0,Pre-Cut Quilt Squares
562,2020-07-22,1575.0,Pre-Cut Quilt Squares
563,2020-07-23,1503.0,Pre-Cut Quilt Squares
564,2020-07-24,1503.0,Pre-Cut Quilt Squares
565,2020-07-25,1307.0,Pre-Cut Quilt Squares
566,2020-07-26,1524.0,Pre-Cut Quilt Squares
567,2020-07-27,1529.0,Pre-Cut Quilt Squares
568,2020-07-28,1786.0,Pre-Cut Quilt Squares
569,2020-07-29,1786.0,Pre-Cut Quilt Squares
570,2020-07-30,1786.0,Pre-Cut Quilt Squares
571,2020-07-31,1786.0,Pre-Cut Quilt Squares
572,2020-08-01,1505.0,Pre-Cut Quilt Squares
573,2020-08-02,1505.0,Pre-Cut Quilt Squares
574,2020-08-03,1505.0,Pre-Cut Quilt Squares
575,2020-08-04,1642.0,Pre-Cut Quilt Squares
576,2020-08-05,1642.0,Pre-Cut Quilt Squares
577,2020-08-06,1074.0,Pre-Cut Quilt Squares
578,2020-08-07,1074.0,Pre-Cut Quilt Squares
579,2020-08-08,1074.0,Pre-Cut Quilt Squares
580,2020-08-09,1367.0,Pre-Cut Quilt Squares
581,2020-08-10,1367.0,Pre-Cut Quilt Squares
582,2020-08-11,1467.0,Pre-Cut Quilt Squares
583,2020-08-12,1467.0,Pre-Cut Quilt Squares
584,2020-08-13,1467.0,Pre-Cut Quilt Squares
585,2020-08-14,1446.0,Pre-Cut Quilt Squares
586,2020-08-15,1446.0,Pre-Cut Quilt Squares
587,2020-08-16,1446.0,Pre-Cut Quilt Squares
588,2020-08-17,1446.0,Pre-Cut Quilt Squares
589,2020-08-18,1603.0,Pre-Cut Quilt Squares
590,2020-08-19,1603.0,Pre-Cut Quilt Squares
591,2020-08-20,1603.0,Pre-Cut Quilt Squares
592,2020-08-21,1081.0,Pre-Cut Quilt Squares
593,2020-08-22,1081.0,Pre-Cut Quilt Squares
594,2020-08-23,1081.0,Pre-Cut Quilt Squares
595,2020-08-24,1404.0,Pre-Cut Quilt Squares
596,2020-08-25,1404.0,Pre-Cut Quilt Squares
597,2020-08-26,1404.0,Pre-Cut Quilt Squares
598,2020-08-27,1191.0,Pre-Cut Quilt Squares
599,2020-08-28,1191.0,Pre-Cut Quilt Squares
600,2020-08-29,1191.0,Pre-Cut Quilt Squares
601,2020-08-30,1191.0,Pre-Cut Quilt Squares
602,2020-08-31,1354.0,Pre-Cut Quilt Squares
603,2020-09-01,1354.0,Pre-Cut Quilt Squares
604,2020-09-02,1354.0,Pre-Cut Quilt Squares
605,2020-09-03,1594.0,Pre-Cut Quilt Squares
606,2020-09-04,1594.0,Pre-Cut Quilt Squares
607,2020-09-05,1594.0,Pre-Cut Quilt Squares
608,2020-09-06,1507.0,Pre-Cut Quilt Squares
609,2020-09-07,1507.0,Pre-Cut Quilt Squares
610,2020-09-08,1695.0,Pre-Cut Quilt Squares
611,2020-09-09,1695.0,Pre-Cut Quilt Squares
612,2020-09-10,1695.0,Pre-Cut Quilt Squares
613,2020-09-11,1581.0,Pre-Cut Quilt Squares
614,2020-09-12,1368.0,Pre-Cut Quilt Squares
615,2020-09-13,945.0,Pre-Cut Quilt Squares
616,2020-09-14,1049.0,Pre-Cut Quilt Squares
617,2020-09-15,1533.0,Pre-Cut Quilt Squares
618,2020-09-16,1533.0,Pre-Cut Quilt Squares
619,2020-09-17,1533.0,Pre-Cut Quilt Squares
620,2020-09-18,1041.0,Pre-Cut Quilt Squares
621,2020-09-19,1041.0,Pre-Cut Quilt Squares
622,2020-09-20,1041.0,Pre-Cut Quilt Squares
623,2020-09-21,1111.0,Pre-Cut Quilt Squares
624,2020-09-22,1111.0,Pre-Cut Quilt Squares
625,2020-09-23,1051.0,Pre-Cut Quilt Squares
626,2020-09-24,1162.0,Pre-Cut Quilt Squares
627,2020-09-25,1162.0,Pre-Cut Quilt Squares
628,2020-09-26,1264.0,Pre-Cut Quilt Squares
629,2020-09-27,1264.0,Pre-Cut Quilt Squares
630,2020-09-28,1264.0,Pre-Cut Quilt Squares
631,2020-09-29,962.0,Pre-Cut Quilt Squares
632,2020-09-30,962.0,Pre-Cut Quilt Squares
633,2020-10-01,962.0,Pre-Cut Quilt Squares
634,2020-10-02,715.0,Pre-Cut Quilt Squares
635,2020-10-03,715.0,Pre-Cut Quilt Squares
636,2020-10-04,715.0,Pre-Cut Quilt Squares
637,2020-10-05,796.0,Pre-Cut Quilt Squares
638,2020-10-06,749.0,Pre-Cut Quilt Squares
639,2020-10-07,936.0,Pre-Cut Quilt Squares
640,2020-10-08,936.0,Pre-Cut Quilt Squares
641,2020-10-09,936.0,Pre-Cut Quilt Squares
642,2020-10-10,2777.0,Pre-Cut Quilt Squares
643,2020-10-11,2777.0,Pre-Cut Quilt Squares
644,2020-10-12,5295.0,Pre-Cut Quilt Squares
645,2020-10-13,5295.0,Pre-Cut Quilt Squares
646,2020-10-14,6036.0,Pre-Cut Quilt Squares
647,2020-10-15,6036.0,Pre-Cut Quilt Squares
648,2020-10-16,3723.0,Pre-Cut Quilt Squares
649,2020-10-17,2333.0,Pre-Cut Quilt Squares
650,2020-10-18,2333.0,Pre-Cut Quilt Squares
651,2020-10-19,2586.0,Pre-Cut Quilt Squares
652,2020-10-20,2376.0,Pre-Cut Quilt Squares
653,2020-10-21,1748.0,Pre-Cut Quilt Squares
654,2020-10-22,1748.0,Pre-Cut Quilt Squares
655,2020-10-23,1748.0,Pre-Cut Quilt Squares
656,2020-10-24,1547.0,Pre-Cut Quilt Squares
657,2020-10-25,1596.0,Pre-Cut Quilt Squares
