,date,value,name_B07ZTGT468
558,2021-05-14,27038.0,Sofa Slipcovers
559,2021-05-15,27038.0,Sofa Slipcovers
560,2021-05-16,27038.0,Sofa Slipcovers
561,2021-05-17,27038.0,Sofa Slipcovers
562,2021-05-18,27038.0,Sofa Slipcovers
563,2021-05-19,25981.0,Sofa Slipcovers
564,2021-05-20,28172.0,Sofa Slipcovers
565,2021-05-21,28172.0,Sofa Slipcovers
566,2021-05-22,34251.0,Sofa Slipcovers
567,2021-05-23,26670.0,Sofa Slipcovers
568,2021-05-24,26670.0,Sofa Slipcovers
569,2021-05-25,26670.0,Sofa Slipcovers
570,2021-05-26,33331.0,Sofa Slipcovers
571,2021-05-27,33331.0,Sofa Slipcovers
572,2021-05-28,33331.0,Sofa Slipcovers
573,2021-05-29,22081.0,Sofa Slipcovers
574,2021-05-30,22081.0,Sofa Slipcovers
575,2021-05-31,22081.0,Sofa Slipcovers
576,2021-06-01,31429.0,Sofa Slipcovers
577,2021-06-02,31429.0,Sofa Slipcovers
578,2021-06-03,31429.0,Sofa Slipcovers
579,2021-06-04,39912.0,Sofa Slipcovers
580,2021-06-05,39912.0,Sofa Slipcovers
581,2021-06-06,39912.0,Sofa Slipcovers
582,2021-06-07,28857.0,Sofa Slipcovers
583,2021-06-08,28857.0,Sofa Slipcovers
584,2021-06-09,25574.0,Sofa Slipcovers
585,2021-06-10,25574.0,Sofa Slipcovers
586,2021-06-11,25574.0,Sofa Slipcovers
587,2021-06-12,25574.0,Sofa Slipcovers
588,2021-06-13,25574.0,Sofa Slipcovers
589,2021-06-14,28719.0,Sofa Slipcovers
590,2021-06-15,28719.0,Sofa Slipcovers
591,2021-06-16,28719.0,Sofa Slipcovers
592,2021-06-17,20995.0,Sofa Slipcovers
593,2021-06-18,29817.0,Sofa Slipcovers
594,2021-06-19,29817.0,Sofa Slipcovers
595,2021-06-20,29817.0,Sofa Slipcovers
596,2021-06-21,31504.0,Sofa Slipcovers
597,2021-06-22,31504.0,Sofa Slipcovers
598,2021-06-23,23410.0,Sofa Slipcovers
599,2021-06-24,21508.0,Sofa Slipcovers
600,2021-06-25,21508.0,Sofa Slipcovers
601,2021-06-26,21508.0,Sofa Slipcovers
602,2021-06-27,21508.0,Sofa Slipcovers
603,2021-06-28,22444.0,Sofa Slipcovers
604,2021-06-29,22444.0,Sofa Slipcovers
605,2021-06-30,20277.0,Sofa Slipcovers
606,2021-07-01,18001.0,Sofa Slipcovers
607,2021-07-02,18001.0,Sofa Slipcovers
608,2021-07-03,20831.0,Sofa Slipcovers
609,2021-07-04,20831.0,Sofa Slipcovers
610,2021-07-05,20831.0,Sofa Slipcovers
611,2021-07-06,24377.0,Sofa Slipcovers
612,2021-07-07,24377.0,Sofa Slipcovers
613,2021-07-08,24377.0,Sofa Slipcovers
614,2021-07-09,25065.0,Sofa Slipcovers
615,2021-07-10,25065.0,Sofa Slipcovers
616,2021-07-11,18267.0,Sofa Slipcovers
