,date,value,name_B07VS8WKKD
666,2021-05-28,4501.0,Grow Bags
667,2021-05-29,3483.0,Grow Bags
668,2021-05-30,5409.0,Grow Bags
669,2021-05-31,4672.0,Grow Bags
670,2021-06-01,6610.0,Grow Bags
671,2021-06-02,5536.0,Grow Bags
672,2021-06-03,5060.0,Grow Bags
673,2021-06-04,5642.0,Grow Bags
674,2021-06-05,5642.0,Grow Bags
675,2021-06-06,6489.0,Grow Bags
676,2021-06-07,6443.0,Grow Bags
677,2021-06-08,6642.0,Grow Bags
678,2021-06-09,4753.0,Grow Bags
679,2021-06-10,5514.0,Grow Bags
680,2021-06-11,5514.0,Grow Bags
681,2021-06-12,4816.0,Grow Bags
682,2021-06-13,4816.0,Grow Bags
683,2021-06-14,7025.0,Grow Bags
684,2021-06-15,7025.0,Grow Bags
685,2021-06-16,7078.0,Grow Bags
686,2021-06-17,7078.0,Grow Bags
687,2021-06-18,7303.0,Grow Bags
688,2021-06-19,7303.0,Grow Bags
689,2021-06-20,8585.0,Grow Bags
690,2021-06-21,10913.0,Grow Bags
691,2021-06-22,10913.0,Grow Bags
692,2021-06-23,8137.0,Grow Bags
693,2021-06-24,8137.0,Grow Bags
694,2021-06-25,9197.0,Grow Bags
695,2021-06-26,11600.0,Grow Bags
696,2021-06-27,11600.0,Grow Bags
697,2021-06-28,9839.0,Grow Bags
698,2021-06-29,10179.0,Grow Bags
699,2021-06-30,8612.0,Grow Bags
700,2021-07-01,7417.0,Grow Bags
701,2021-07-02,9314.0,Grow Bags
702,2021-07-03,9603.0,Grow Bags
703,2021-07-04,7528.0,Grow Bags
704,2021-07-05,9997.0,Grow Bags
705,2021-07-06,10003.0,Grow Bags
706,2021-07-07,7412.0,Grow Bags
707,2021-07-08,7412.0,Grow Bags
708,2021-07-09,10061.0,Grow Bags
709,2021-07-10,8404.0,Grow Bags
710,2021-07-11,10285.0,Grow Bags
