,date,value,name_B07ZCJN4H3
607,2021-06-21,17578.0,Umbrella Covers
608,2021-06-22,18466.0,Umbrella Covers
609,2021-06-23,18466.0,Umbrella Covers
610,2021-06-24,21034.0,Umbrella Covers
611,2021-06-25,21034.0,Umbrella Covers
612,2021-06-26,30601.0,Umbrella Covers
613,2021-06-27,30601.0,Umbrella Covers
614,2021-06-28,30601.0,Umbrella Covers
615,2021-06-29,18578.0,Umbrella Covers
616,2021-06-30,12898.0,Umbrella Covers
617,2021-07-01,12898.0,Umbrella Covers
618,2021-07-02,12898.0,Umbrella Covers
619,2021-07-03,30063.0,Umbrella Covers
620,2021-07-04,30063.0,Umbrella Covers
621,2021-07-05,30063.0,Umbrella Covers
622,2021-07-06,16761.0,Umbrella Covers
623,2021-07-07,16761.0,Umbrella Covers
624,2021-07-08,16761.0,Umbrella Covers
625,2021-07-09,15981.0,Umbrella Covers
626,2021-07-10,19149.0,Umbrella Covers
