,date,value,name_B07PRWM7P8
634,2020-12-15,41054.0,Quilt Sets
635,2020-12-16,41054.0,Quilt Sets
636,2020-12-17,41054.0,Quilt Sets
637,2020-12-18,41054.0,Quilt Sets
638,2020-12-19,49089.0,Quilt Sets
639,2020-12-20,49089.0,Quilt Sets
640,2020-12-21,49089.0,Quilt Sets
641,2020-12-22,49089.0,Quilt Sets
642,2020-12-23,61810.0,Quilt Sets
643,2020-12-24,61810.0,Quilt Sets
644,2020-12-25,61810.0,Quilt Sets
645,2020-12-26,61810.0,Quilt Sets
646,2020-12-27,61810.0,Quilt Sets
647,2020-12-28,62386.0,Quilt Sets
648,2020-12-29,62386.0,Quilt Sets
649,2020-12-30,62386.0,Quilt Sets
650,2020-12-31,62386.0,Quilt Sets
651,2021-01-01,55243.0,Quilt Sets
652,2021-01-02,55243.0,Quilt Sets
653,2021-01-03,55243.0,Quilt Sets
654,2021-01-04,44299.0,Quilt Sets
655,2021-01-05,44299.0,Quilt Sets
656,2021-01-06,44299.0,Quilt Sets
657,2021-01-07,44299.0,Quilt Sets
658,2021-01-08,32763.0,Quilt Sets
659,2021-01-09,32763.0,Quilt Sets
660,2021-01-10,32763.0,Quilt Sets
661,2021-01-11,32763.0,Quilt Sets
662,2021-01-12,22527.0,Quilt Sets
663,2021-01-13,22527.0,Quilt Sets
664,2021-01-14,22527.0,Quilt Sets
665,2021-01-15,20300.0,Quilt Sets
666,2021-01-16,20073.0,Quilt Sets
667,2021-01-17,20073.0,Quilt Sets
668,2021-01-18,20073.0,Quilt Sets
669,2021-01-19,16899.0,Quilt Sets
670,2021-01-20,16899.0,Quilt Sets
671,2021-01-21,16899.0,Quilt Sets
672,2021-01-22,16899.0,Quilt Sets
673,2021-01-23,16899.0,Quilt Sets
674,2021-01-24,16899.0,Quilt Sets
675,2021-01-25,24341.0,Quilt Sets
676,2021-01-26,24341.0,Quilt Sets
677,2021-01-27,24341.0,Quilt Sets
678,2021-01-28,24341.0,Quilt Sets
679,2021-01-29,27972.0,Quilt Sets
680,2021-01-30,27972.0,Quilt Sets
681,2021-01-31,27972.0,Quilt Sets
682,2021-02-01,27972.0,Quilt Sets
683,2021-02-02,39917.0,Quilt Sets
684,2021-02-03,39917.0,Quilt Sets
685,2021-02-04,24823.0,Quilt Sets
686,2021-02-05,23680.0,Quilt Sets
687,2021-02-06,23680.0,Quilt Sets
688,2021-02-07,23680.0,Quilt Sets
689,2021-02-08,23680.0,Quilt Sets
690,2021-02-09,23680.0,Quilt Sets
691,2021-02-10,23680.0,Quilt Sets
692,2021-02-11,34327.0,Quilt Sets
693,2021-02-12,34327.0,Quilt Sets
694,2021-02-13,17572.0,Quilt Sets
