,date,value,name_B07ZPGP66B
607,2021-06-29,26268.0,Shelf Baskets
608,2021-06-30,22747.0,Shelf Baskets
609,2021-07-01,20737.0,Shelf Baskets
610,2021-07-02,20737.0,Shelf Baskets
611,2021-07-03,17901.0,Shelf Baskets
612,2021-07-04,27502.0,Shelf Baskets
613,2021-07-05,35429.0,Shelf Baskets
614,2021-07-06,30474.0,Shelf Baskets
615,2021-07-07,22961.0,Shelf Baskets
616,2021-07-08,23304.0,Shelf Baskets
617,2021-07-09,24914.0,Shelf Baskets
618,2021-07-10,16520.0,Shelf Baskets
619,2021-07-11,15737.0,Shelf Baskets
