,date,value,name_B07K9LT2NL
634,2021-02-12,34678.0,Shade Cloth
635,2021-02-13,49613.0,Shade Cloth
636,2021-02-14,54176.0,Shade Cloth
637,2021-02-15,29251.0,Shade Cloth
638,2021-02-16,38757.0,Shade Cloth
639,2021-02-17,53349.0,Shade Cloth
640,2021-02-18,63876.0,Shade Cloth
641,2021-02-19,59561.0,Shade Cloth
642,2021-02-20,72497.0,Shade Cloth
643,2021-02-21,26275.0,Shade Cloth
644,2021-02-22,34026.0,Shade Cloth
645,2021-02-23,25488.0,Shade Cloth
646,2021-02-24,24763.0,Shade Cloth
647,2021-02-25,28187.0,Shade Cloth
648,2021-02-26,39816.0,Shade Cloth
649,2021-02-27,31652.0,Shade Cloth
650,2021-02-28,24340.0,Shade Cloth
651,2021-03-01,30727.0,Shade Cloth
652,2021-03-02,30727.0,Shade Cloth
653,2021-03-03,30727.0,Shade Cloth
654,2021-03-04,30727.0,Shade Cloth
655,2021-03-05,30727.0,Shade Cloth
656,2021-03-06,26257.0,Shade Cloth
657,2021-03-07,26257.0,Shade Cloth
658,2021-03-08,14648.0,Shade Cloth
659,2021-03-09,15126.0,Shade Cloth
660,2021-03-10,13063.0,Shade Cloth
661,2021-03-11,19819.0,Shade Cloth
662,2021-03-12,19819.0,Shade Cloth
663,2021-03-13,16144.0,Shade Cloth
664,2021-03-14,16144.0,Shade Cloth
665,2021-03-15,13138.0,Shade Cloth
666,2021-03-16,17730.0,Shade Cloth
667,2021-03-17,17683.0,Shade Cloth
668,2021-03-18,17401.0,Shade Cloth
669,2021-03-19,17401.0,Shade Cloth
670,2021-03-20,16195.0,Shade Cloth
671,2021-03-21,16195.0,Shade Cloth
672,2021-03-22,16854.0,Shade Cloth
673,2021-03-23,16854.0,Shade Cloth
674,2021-03-24,15814.0,Shade Cloth
675,2021-03-25,16819.0,Shade Cloth
676,2021-03-26,21639.0,Shade Cloth
677,2021-03-27,22646.0,Shade Cloth
678,2021-03-28,14298.0,Shade Cloth
679,2021-03-29,18495.0,Shade Cloth
680,2021-03-30,22057.0,Shade Cloth
681,2021-03-31,22057.0,Shade Cloth
682,2021-04-01,22057.0,Shade Cloth
683,2021-04-02,25294.0,Shade Cloth
684,2021-04-03,25373.0,Shade Cloth
685,2021-04-04,22181.0,Shade Cloth
686,2021-04-05,13278.0,Shade Cloth
687,2021-04-06,19518.0,Shade Cloth
688,2021-04-07,22599.0,Shade Cloth
689,2021-04-08,16019.0,Shade Cloth
690,2021-04-09,15990.0,Shade Cloth
691,2021-04-10,21548.0,Shade Cloth
692,2021-04-11,17012.0,Shade Cloth
693,2021-04-12,15547.0,Shade Cloth
694,2021-04-13,19676.0,Shade Cloth
695,2021-04-14,16575.0,Shade Cloth
696,2021-04-15,18322.0,Shade Cloth
697,2021-04-16,16199.0,Shade Cloth
698,2021-04-17,16199.0,Shade Cloth
699,2021-04-18,16068.0,Shade Cloth
700,2021-04-19,16198.0,Shade Cloth
701,2021-04-20,16633.0,Shade Cloth
702,2021-04-21,19332.0,Shade Cloth
703,2021-04-22,13245.0,Shade Cloth
704,2021-04-23,14725.0,Shade Cloth
705,2021-04-24,13334.0,Shade Cloth
706,2021-04-25,20760.0,Shade Cloth
707,2021-04-26,10290.0,Shade Cloth
708,2021-04-27,11360.0,Shade Cloth
709,2021-04-28,10843.0,Shade Cloth
710,2021-04-29,14530.0,Shade Cloth
711,2021-04-30,12184.0,Shade Cloth
712,2021-05-01,9973.0,Shade Cloth
713,2021-05-02,10555.0,Shade Cloth
714,2021-05-03,10112.0,Shade Cloth
715,2021-05-04,15337.0,Shade Cloth
716,2021-05-05,16026.0,Shade Cloth
717,2021-05-06,16026.0,Shade Cloth
718,2021-05-07,16026.0,Shade Cloth
719,2021-05-08,11108.0,Shade Cloth
720,2021-05-09,12599.0,Shade Cloth
721,2021-05-10,7479.0,Shade Cloth
722,2021-05-11,7479.0,Shade Cloth
723,2021-05-12,7479.0,Shade Cloth
724,2021-05-13,13351.0,Shade Cloth
725,2021-05-14,9076.0,Shade Cloth
726,2021-05-15,9076.0,Shade Cloth
727,2021-05-16,6217.0,Shade Cloth
728,2021-05-17,5634.0,Shade Cloth
729,2021-05-18,6725.0,Shade Cloth
730,2021-05-19,8375.0,Shade Cloth
731,2021-05-20,7967.0,Shade Cloth
732,2021-05-21,7967.0,Shade Cloth
733,2021-05-22,7105.0,Shade Cloth
734,2021-05-23,6218.0,Shade Cloth
735,2021-05-24,6218.0,Shade Cloth
736,2021-05-25,7623.0,Shade Cloth
737,2021-05-26,7623.0,Shade Cloth
738,2021-05-27,7623.0,Shade Cloth
739,2021-05-28,8803.0,Shade Cloth
740,2021-05-29,10217.0,Shade Cloth
741,2021-05-30,7168.0,Shade Cloth
742,2021-05-31,7168.0,Shade Cloth
743,2021-06-01,10288.0,Shade Cloth
744,2021-06-02,10288.0,Shade Cloth
745,2021-06-03,10288.0,Shade Cloth
746,2021-06-04,10288.0,Shade Cloth
747,2021-06-05,11377.0,Shade Cloth
748,2021-06-06,11377.0,Shade Cloth
749,2021-06-07,8752.0,Shade Cloth
750,2021-06-08,8752.0,Shade Cloth
751,2021-06-09,11217.0,Shade Cloth
752,2021-06-10,13668.0,Shade Cloth
753,2021-06-11,13668.0,Shade Cloth
754,2021-06-12,12029.0,Shade Cloth
755,2021-06-13,11588.0,Shade Cloth
756,2021-06-14,13599.0,Shade Cloth
757,2021-06-15,13599.0,Shade Cloth
758,2021-06-16,15633.0,Shade Cloth
759,2021-06-17,15633.0,Shade Cloth
760,2021-06-18,15633.0,Shade Cloth
761,2021-06-19,25829.0,Shade Cloth
762,2021-06-20,20914.0,Shade Cloth
763,2021-06-21,22950.0,Shade Cloth
764,2021-06-22,14861.0,Shade Cloth
765,2021-06-23,18627.0,Shade Cloth
766,2021-06-24,18967.0,Shade Cloth
767,2021-06-25,12969.0,Shade Cloth
768,2021-06-26,14438.0,Shade Cloth
769,2021-06-27,13757.0,Shade Cloth
770,2021-06-28,13757.0,Shade Cloth
771,2021-06-29,810058.0,Shade Cloth
772,2021-06-30,811539.0,Shade Cloth
773,2021-07-01,827880.0,Shade Cloth
774,2021-07-02,838522.0,Shade Cloth
775,2021-07-03,846764.0,Shade Cloth
776,2021-07-04,857839.0,Shade Cloth
777,2021-07-05,861431.0,Shade Cloth
778,2021-07-06,874329.0,Shade Cloth
779,2021-07-07,874329.0,Shade Cloth
780,2021-07-08,890109.0,Shade Cloth
781,2021-07-09,898810.0,Shade Cloth
