,date,value,name_B07PWZVRGL
755,2021-04-20,513.0,Accessories
756,2021-04-21,367.0,Accessories
757,2021-04-22,367.0,Accessories
758,2021-04-23,431.0,Accessories
759,2021-04-24,431.0,Accessories
760,2021-04-25,438.0,Accessories
761,2021-04-26,438.0,Accessories
762,2021-04-27,352.0,Accessories
763,2021-04-28,337.0,Accessories
764,2021-04-29,365.0,Accessories
765,2021-04-30,365.0,Accessories
766,2021-05-01,407.0,Accessories
767,2021-05-02,407.0,Accessories
768,2021-05-03,361.0,Accessories
769,2021-05-04,361.0,Accessories
770,2021-05-05,336.0,Accessories
771,2021-05-06,354.0,Accessories
772,2021-05-07,354.0,Accessories
773,2021-05-08,372.0,Accessories
774,2021-05-09,335.0,Accessories
775,2021-05-10,346.0,Accessories
776,2021-05-11,346.0,Accessories
777,2021-05-12,246.0,Accessories
778,2021-05-13,257.0,Accessories
779,2021-05-14,278.0,Accessories
780,2021-05-15,281.0,Accessories
781,2021-05-16,330.0,Accessories
782,2021-05-17,296.0,Accessories
783,2021-05-18,242.0,Accessories
784,2021-05-19,222.0,Accessories
785,2021-05-20,246.0,Accessories
786,2021-05-21,231.0,Accessories
787,2021-05-22,241.0,Accessories
788,2021-05-23,241.0,Accessories
789,2021-05-24,211.0,Accessories
790,2021-05-25,207.0,Accessories
791,2021-05-26,207.0,Accessories
792,2021-05-27,224.0,Accessories
793,2021-05-28,200.0,Accessories
794,2021-05-29,200.0,Accessories
795,2021-05-30,197.0,Accessories
796,2021-05-31,197.0,Accessories
797,2021-06-01,224.0,Accessories
798,2021-06-02,205.0,Accessories
799,2021-06-03,207.0,Accessories
800,2021-06-04,241.0,Accessories
801,2021-06-05,256.0,Accessories
802,2021-06-06,236.0,Accessories
803,2021-06-07,237.0,Accessories
804,2021-06-08,237.0,Accessories
805,2021-06-09,200.0,Accessories
806,2021-06-10,223.0,Accessories
807,2021-06-11,223.0,Accessories
808,2021-06-12,234.0,Accessories
809,2021-06-13,220.0,Accessories
810,2021-06-14,220.0,Accessories
811,2021-06-15,232.0,Accessories
812,2021-06-16,232.0,Accessories
813,2021-06-17,295.0,Accessories
814,2021-06-18,295.0,Accessories
815,2021-06-19,343.0,Accessories
816,2021-06-20,378.0,Accessories
817,2021-06-21,394.0,Accessories
818,2021-06-22,394.0,Accessories
819,2021-06-23,486.0,Accessories
820,2021-06-24,486.0,Accessories
821,2021-06-25,486.0,Accessories
822,2021-06-26,366.0,Accessories
823,2021-06-27,327.0,Accessories
824,2021-06-28,327.0,Accessories
825,2021-06-29,425.0,Accessories
826,2021-06-30,430.0,Accessories
827,2021-07-01,430.0,Accessories
828,2021-07-02,488.0,Accessories
829,2021-07-03,488.0,Accessories
830,2021-07-04,368.0,Accessories
831,2021-07-05,368.0,Accessories
832,2021-07-06,313.0,Accessories
833,2021-07-07,313.0,Accessories
834,2021-07-08,313.0,Accessories
835,2021-07-09,304.0,Accessories
836,2021-07-10,304.0,Accessories
837,2021-07-11,305.0,Accessories
