,date,value,name_B01M09PKO1
517,2019-11-06,16488.0,Iced Beverage Dispensers
518,2019-11-07,16488.0,Iced Beverage Dispensers
519,2019-11-08,16488.0,Iced Beverage Dispensers
520,2019-11-09,22466.0,Iced Beverage Dispensers
521,2019-11-10,22466.0,Iced Beverage Dispensers
522,2019-11-11,19402.0,Iced Beverage Dispensers
523,2019-11-12,19402.0,Iced Beverage Dispensers
524,2019-11-13,19402.0,Iced Beverage Dispensers
525,2019-11-14,16692.0,Iced Beverage Dispensers
526,2019-11-15,16692.0,Iced Beverage Dispensers
527,2019-11-16,16692.0,Iced Beverage Dispensers
528,2019-11-17,16692.0,Iced Beverage Dispensers
529,2019-11-18,23370.0,Iced Beverage Dispensers
530,2019-11-19,23370.0,Iced Beverage Dispensers
531,2019-11-20,23370.0,Iced Beverage Dispensers
532,2019-11-21,34457.0,Iced Beverage Dispensers
533,2019-11-22,34457.0,Iced Beverage Dispensers
534,2019-11-23,34457.0,Iced Beverage Dispensers
535,2019-11-24,34457.0,Iced Beverage Dispensers
536,2019-11-25,48153.0,Iced Beverage Dispensers
537,2019-11-26,46148.0,Iced Beverage Dispensers
538,2019-11-27,46148.0,Iced Beverage Dispensers
539,2019-11-28,65558.0,Iced Beverage Dispensers
540,2019-11-29,86208.0,Iced Beverage Dispensers
541,2019-11-30,86208.0,Iced Beverage Dispensers
542,2019-12-01,50311.0,Iced Beverage Dispensers
543,2019-12-02,53069.0,Iced Beverage Dispensers
544,2019-12-03,53069.0,Iced Beverage Dispensers
545,2019-12-04,53069.0,Iced Beverage Dispensers
546,2019-12-05,53069.0,Iced Beverage Dispensers
547,2019-12-06,53669.0,Iced Beverage Dispensers
548,2019-12-07,53669.0,Iced Beverage Dispensers
549,2019-12-08,53669.0,Iced Beverage Dispensers
550,2019-12-09,64278.0,Iced Beverage Dispensers
551,2019-12-10,66011.0,Iced Beverage Dispensers
552,2019-12-11,66011.0,Iced Beverage Dispensers
553,2019-12-12,66011.0,Iced Beverage Dispensers
554,2019-12-13,66011.0,Iced Beverage Dispensers
555,2019-12-14,66011.0,Iced Beverage Dispensers
556,2019-12-15,44177.0,Iced Beverage Dispensers
557,2019-12-16,44177.0,Iced Beverage Dispensers
558,2019-12-17,44177.0,Iced Beverage Dispensers
559,2019-12-18,44177.0,Iced Beverage Dispensers
560,2019-12-19,44177.0,Iced Beverage Dispensers
561,2019-12-20,53268.0,Iced Beverage Dispensers
562,2019-12-21,53268.0,Iced Beverage Dispensers
563,2019-12-22,38932.0,Iced Beverage Dispensers
564,2019-12-23,38932.0,Iced Beverage Dispensers
565,2019-12-24,38932.0,Iced Beverage Dispensers
566,2019-12-25,38932.0,Iced Beverage Dispensers
567,2019-12-26,38932.0,Iced Beverage Dispensers
568,2019-12-27,42500.0,Iced Beverage Dispensers
569,2019-12-28,42500.0,Iced Beverage Dispensers
570,2019-12-29,42500.0,Iced Beverage Dispensers
571,2019-12-30,42500.0,Iced Beverage Dispensers
572,2019-12-31,42500.0,Iced Beverage Dispensers
573,2020-01-01,42500.0,Iced Beverage Dispensers
574,2020-01-02,42500.0,Iced Beverage Dispensers
575,2020-01-03,22137.0,Iced Beverage Dispensers
576,2020-01-04,22137.0,Iced Beverage Dispensers
577,2020-01-05,22137.0,Iced Beverage Dispensers
578,2020-01-06,17789.0,Iced Beverage Dispensers
579,2020-01-07,17789.0,Iced Beverage Dispensers
580,2020-01-08,17789.0,Iced Beverage Dispensers
581,2020-01-09,22490.0,Iced Beverage Dispensers
582,2020-01-10,23022.0,Iced Beverage Dispensers
583,2020-01-11,23022.0,Iced Beverage Dispensers
584,2020-01-12,30370.0,Iced Beverage Dispensers
585,2020-01-13,30370.0,Iced Beverage Dispensers
586,2020-01-14,31989.0,Iced Beverage Dispensers
587,2020-01-15,31989.0,Iced Beverage Dispensers
588,2020-01-16,39073.0,Iced Beverage Dispensers
589,2020-01-17,39073.0,Iced Beverage Dispensers
590,2020-01-18,33347.0,Iced Beverage Dispensers
591,2020-01-19,33347.0,Iced Beverage Dispensers
592,2020-01-20,28714.0,Iced Beverage Dispensers
593,2020-01-21,30331.0,Iced Beverage Dispensers
594,2020-01-22,30331.0,Iced Beverage Dispensers
595,2020-01-23,30331.0,Iced Beverage Dispensers
596,2020-01-24,30331.0,Iced Beverage Dispensers
597,2020-01-25,30331.0,Iced Beverage Dispensers
598,2020-01-26,35998.0,Iced Beverage Dispensers
599,2020-01-27,30901.0,Iced Beverage Dispensers
600,2020-01-28,35517.0,Iced Beverage Dispensers
601,2020-01-29,35517.0,Iced Beverage Dispensers
602,2020-01-30,41199.0,Iced Beverage Dispensers
603,2020-01-31,41199.0,Iced Beverage Dispensers
604,2020-02-01,41199.0,Iced Beverage Dispensers
605,2020-02-02,44758.0,Iced Beverage Dispensers
606,2020-02-03,44758.0,Iced Beverage Dispensers
607,2020-02-04,44758.0,Iced Beverage Dispensers
608,2020-02-05,32558.0,Iced Beverage Dispensers
609,2020-02-06,32558.0,Iced Beverage Dispensers
610,2020-02-07,28806.0,Iced Beverage Dispensers
611,2020-02-08,45660.0,Iced Beverage Dispensers
612,2020-02-09,45660.0,Iced Beverage Dispensers
613,2020-02-10,45660.0,Iced Beverage Dispensers
614,2020-02-11,20088.0,Iced Beverage Dispensers
615,2020-02-12,20088.0,Iced Beverage Dispensers
616,2020-02-13,20088.0,Iced Beverage Dispensers
617,2020-02-14,20948.0,Iced Beverage Dispensers
618,2020-02-15,20948.0,Iced Beverage Dispensers
619,2020-02-16,20948.0,Iced Beverage Dispensers
620,2020-02-17,20948.0,Iced Beverage Dispensers
621,2020-02-18,22369.0,Iced Beverage Dispensers
622,2020-02-19,22369.0,Iced Beverage Dispensers
623,2020-02-20,22369.0,Iced Beverage Dispensers
624,2020-02-21,19270.0,Iced Beverage Dispensers
625,2020-02-22,19270.0,Iced Beverage Dispensers
626,2020-02-23,32033.0,Iced Beverage Dispensers
627,2020-02-24,32033.0,Iced Beverage Dispensers
628,2020-02-25,38369.0,Iced Beverage Dispensers
629,2020-02-26,60388.0,Iced Beverage Dispensers
630,2020-02-27,60388.0,Iced Beverage Dispensers
631,2020-02-28,38129.0,Iced Beverage Dispensers
632,2020-02-29,38129.0,Iced Beverage Dispensers
633,2020-03-01,38129.0,Iced Beverage Dispensers
634,2020-03-02,38129.0,Iced Beverage Dispensers
635,2020-03-03,36886.0,Iced Beverage Dispensers
636,2020-03-04,36886.0,Iced Beverage Dispensers
637,2020-03-05,41965.0,Iced Beverage Dispensers
638,2020-03-06,41965.0,Iced Beverage Dispensers
639,2020-03-07,41965.0,Iced Beverage Dispensers
640,2020-03-08,41965.0,Iced Beverage Dispensers
641,2020-03-09,41965.0,Iced Beverage Dispensers
642,2020-03-10,-1.0,Iced Beverage Dispensers
