,date,value,name_B07PX1P79L
607,2020-12-27,6940.0,Mattress Protectors
608,2020-12-28,6940.0,Mattress Protectors
609,2020-12-29,5853.0,Mattress Protectors
610,2020-12-30,5853.0,Mattress Protectors
611,2020-12-31,5853.0,Mattress Protectors
612,2021-01-01,3895.0,Mattress Protectors
613,2021-01-02,3895.0,Mattress Protectors
614,2021-01-03,3895.0,Mattress Protectors
615,2021-01-04,4576.0,Mattress Protectors
616,2021-01-05,4576.0,Mattress Protectors
617,2021-01-06,3129.0,Mattress Protectors
618,2021-01-07,3945.0,Mattress Protectors
619,2021-01-08,3945.0,Mattress Protectors
620,2021-01-09,3945.0,Mattress Protectors
621,2021-01-10,8072.0,Mattress Protectors
622,2021-01-11,14209.0,Mattress Protectors
623,2021-01-12,14209.0,Mattress Protectors
624,2021-01-13,14209.0,Mattress Protectors
625,2021-01-14,26677.0,Mattress Protectors
626,2021-01-15,26666.0,Mattress Protectors
627,2021-01-16,17309.0,Mattress Protectors
628,2021-01-17,7288.0,Mattress Protectors
629,2021-01-18,7288.0,Mattress Protectors
630,2021-01-19,5643.0,Mattress Protectors
631,2021-01-20,5643.0,Mattress Protectors
632,2021-01-21,6878.0,Mattress Protectors
633,2021-01-22,6878.0,Mattress Protectors
634,2021-01-23,5846.0,Mattress Protectors
635,2021-01-24,5846.0,Mattress Protectors
636,2021-01-25,5846.0,Mattress Protectors
637,2021-01-26,8432.0,Mattress Protectors
638,2021-01-27,8432.0,Mattress Protectors
639,2021-01-28,7204.0,Mattress Protectors
640,2021-01-29,7204.0,Mattress Protectors
641,2021-01-30,6071.0,Mattress Protectors
642,2021-01-31,6071.0,Mattress Protectors
643,2021-02-01,7509.0,Mattress Protectors
644,2021-02-02,7509.0,Mattress Protectors
645,2021-02-03,7509.0,Mattress Protectors
646,2021-02-04,6798.0,Mattress Protectors
647,2021-02-05,6798.0,Mattress Protectors
648,2021-02-06,7835.0,Mattress Protectors
649,2021-02-07,7835.0,Mattress Protectors
650,2021-02-08,7835.0,Mattress Protectors
651,2021-02-09,7087.0,Mattress Protectors
652,2021-02-10,7087.0,Mattress Protectors
653,2021-02-11,7087.0,Mattress Protectors
654,2021-02-12,7070.0,Mattress Protectors
655,2021-02-13,7070.0,Mattress Protectors
656,2021-02-14,7070.0,Mattress Protectors
657,2021-02-15,6568.0,Mattress Protectors
658,2021-02-16,6568.0,Mattress Protectors
659,2021-02-17,6568.0,Mattress Protectors
660,2021-02-18,5511.0,Mattress Protectors
661,2021-02-19,5511.0,Mattress Protectors
662,2021-02-20,5511.0,Mattress Protectors
663,2021-02-21,5511.0,Mattress Protectors
664,2021-02-22,28131.0,Mattress Protectors
665,2021-02-23,28131.0,Mattress Protectors
666,2021-02-24,28131.0,Mattress Protectors
667,2021-02-25,36652.0,Mattress Protectors
668,2021-02-26,36652.0,Mattress Protectors
669,2021-02-27,36652.0,Mattress Protectors
670,2021-02-28,36652.0,Mattress Protectors
671,2021-03-01,36652.0,Mattress Protectors
672,2021-03-02,6408.0,Mattress Protectors
673,2021-03-03,6408.0,Mattress Protectors
674,2021-03-04,6408.0,Mattress Protectors
675,2021-03-05,4348.0,Mattress Protectors
676,2021-03-06,4348.0,Mattress Protectors
677,2021-03-07,3705.0,Mattress Protectors
678,2021-03-08,3705.0,Mattress Protectors
679,2021-03-09,3705.0,Mattress Protectors
680,2021-03-10,1999.0,Mattress Protectors
681,2021-03-11,1999.0,Mattress Protectors
682,2021-03-12,1652.0,Mattress Protectors
683,2021-03-13,1652.0,Mattress Protectors
684,2021-03-14,1652.0,Mattress Protectors
685,2021-03-15,3759.0,Mattress Protectors
686,2021-03-16,4338.0,Mattress Protectors
687,2021-03-17,4338.0,Mattress Protectors
688,2021-03-18,3165.0,Mattress Protectors
689,2021-03-19,3165.0,Mattress Protectors
690,2021-03-20,2392.0,Mattress Protectors
691,2021-03-21,2392.0,Mattress Protectors
692,2021-03-22,2936.0,Mattress Protectors
693,2021-03-23,2936.0,Mattress Protectors
694,2021-03-24,2936.0,Mattress Protectors
695,2021-03-25,3199.0,Mattress Protectors
696,2021-03-26,3199.0,Mattress Protectors
697,2021-03-27,2695.0,Mattress Protectors
698,2021-03-28,3264.0,Mattress Protectors
699,2021-03-29,3264.0,Mattress Protectors
700,2021-03-30,3264.0,Mattress Protectors
701,2021-03-31,5696.0,Mattress Protectors
702,2021-04-01,5696.0,Mattress Protectors
703,2021-04-02,5696.0,Mattress Protectors
704,2021-04-03,10556.0,Mattress Protectors
705,2021-04-04,10556.0,Mattress Protectors
706,2021-04-05,10556.0,Mattress Protectors
707,2021-04-06,10577.0,Mattress Protectors
708,2021-04-07,10577.0,Mattress Protectors
709,2021-04-08,5108.0,Mattress Protectors
710,2021-04-09,5108.0,Mattress Protectors
711,2021-04-10,4700.0,Mattress Protectors
712,2021-04-11,4700.0,Mattress Protectors
713,2021-04-12,4405.0,Mattress Protectors
714,2021-04-13,3947.0,Mattress Protectors
715,2021-04-14,3947.0,Mattress Protectors
716,2021-04-15,3924.0,Mattress Protectors
717,2021-04-16,3924.0,Mattress Protectors
718,2021-04-17,4448.0,Mattress Protectors
719,2021-04-18,4448.0,Mattress Protectors
720,2021-04-19,5878.0,Mattress Protectors
721,2021-04-20,5878.0,Mattress Protectors
722,2021-04-21,5878.0,Mattress Protectors
723,2021-04-22,5253.0,Mattress Protectors
724,2021-04-23,5253.0,Mattress Protectors
725,2021-04-24,6058.0,Mattress Protectors
726,2021-04-25,6058.0,Mattress Protectors
727,2021-04-26,5151.0,Mattress Protectors
728,2021-04-27,5151.0,Mattress Protectors
729,2021-04-28,5523.0,Mattress Protectors
730,2021-04-29,5523.0,Mattress Protectors
731,2021-04-30,5523.0,Mattress Protectors
732,2021-05-01,5835.0,Mattress Protectors
733,2021-05-02,5835.0,Mattress Protectors
734,2021-05-03,6271.0,Mattress Protectors
735,2021-05-04,6271.0,Mattress Protectors
736,2021-05-05,6051.0,Mattress Protectors
737,2021-05-06,6051.0,Mattress Protectors
738,2021-05-07,6057.0,Mattress Protectors
739,2021-05-08,6057.0,Mattress Protectors
740,2021-05-09,7677.0,Mattress Protectors
741,2021-05-10,7677.0,Mattress Protectors
742,2021-05-11,4381.0,Mattress Protectors
743,2021-05-12,4381.0,Mattress Protectors
744,2021-05-13,3970.0,Mattress Protectors
745,2021-05-14,3970.0,Mattress Protectors
746,2021-05-15,6000.0,Mattress Protectors
747,2021-05-16,6000.0,Mattress Protectors
748,2021-05-17,3751.0,Mattress Protectors
749,2021-05-18,3751.0,Mattress Protectors
750,2021-05-19,3846.0,Mattress Protectors
751,2021-05-20,4062.0,Mattress Protectors
752,2021-05-21,4062.0,Mattress Protectors
753,2021-05-22,4974.0,Mattress Protectors
754,2021-05-23,4974.0,Mattress Protectors
755,2021-05-24,4228.0,Mattress Protectors
756,2021-05-25,4485.0,Mattress Protectors
757,2021-05-26,4485.0,Mattress Protectors
758,2021-05-27,5951.0,Mattress Protectors
759,2021-05-28,5951.0,Mattress Protectors
760,2021-05-29,4339.0,Mattress Protectors
761,2021-05-30,4339.0,Mattress Protectors
762,2021-05-31,5210.0,Mattress Protectors
763,2021-06-01,4428.0,Mattress Protectors
764,2021-06-02,4428.0,Mattress Protectors
765,2021-06-03,5205.0,Mattress Protectors
766,2021-06-04,5205.0,Mattress Protectors
767,2021-06-05,4285.0,Mattress Protectors
768,2021-06-06,4285.0,Mattress Protectors
769,2021-06-07,5447.0,Mattress Protectors
770,2021-06-08,4015.0,Mattress Protectors
771,2021-06-09,4015.0,Mattress Protectors
772,2021-06-10,4015.0,Mattress Protectors
773,2021-06-11,4607.0,Mattress Protectors
774,2021-06-12,3019.0,Mattress Protectors
775,2021-06-13,3019.0,Mattress Protectors
776,2021-06-14,3791.0,Mattress Protectors
777,2021-06-15,3159.0,Mattress Protectors
778,2021-06-16,3159.0,Mattress Protectors
779,2021-06-17,3767.0,Mattress Protectors
780,2021-06-18,3767.0,Mattress Protectors
781,2021-06-19,3767.0,Mattress Protectors
782,2021-06-20,3848.0,Mattress Protectors
783,2021-06-21,3866.0,Mattress Protectors
784,2021-06-22,2155.0,Mattress Protectors
785,2021-06-23,2155.0,Mattress Protectors
786,2021-06-24,1574.0,Mattress Protectors
787,2021-06-25,1574.0,Mattress Protectors
788,2021-06-26,1574.0,Mattress Protectors
789,2021-06-27,2975.0,Mattress Protectors
790,2021-06-28,4094.0,Mattress Protectors
