,date,value,name_B076VKQWFF
634,2020-04-07,166557.0,Bath Pillows
635,2020-04-08,166557.0,Bath Pillows
636,2020-04-09,166557.0,Bath Pillows
637,2020-04-10,166557.0,Bath Pillows
638,2020-04-11,166557.0,Bath Pillows
639,2020-04-12,166557.0,Bath Pillows
640,2020-04-13,166557.0,Bath Pillows
641,2020-04-14,166557.0,Bath Pillows
642,2020-04-15,166557.0,Bath Pillows
643,2020-04-16,166557.0,Bath Pillows
644,2020-04-17,-1.0,Bath Pillows
645,2020-04-18,-1.0,Bath Pillows
646,2020-04-19,-1.0,Bath Pillows
647,2020-04-20,-1.0,Bath Pillows
648,2020-04-21,-1.0,Bath Pillows
649,2020-04-22,-1.0,Bath Pillows
650,2020-04-23,-1.0,Bath Pillows
651,2020-04-24,-1.0,Bath Pillows
652,2020-04-25,-1.0,Bath Pillows
653,2020-04-26,-1.0,Bath Pillows
654,2020-04-27,-1.0,Bath Pillows
655,2020-04-28,-1.0,Bath Pillows
656,2020-04-29,-1.0,Bath Pillows
657,2020-04-30,-1.0,Bath Pillows
658,2020-05-01,-1.0,Bath Pillows
659,2020-05-02,-1.0,Bath Pillows
660,2020-05-03,-1.0,Bath Pillows
661,2020-05-04,-1.0,Bath Pillows
662,2020-05-05,-1.0,Bath Pillows
663,2020-05-06,-1.0,Bath Pillows
664,2020-05-07,-1.0,Bath Pillows
665,2020-05-08,-1.0,Bath Pillows
666,2020-05-09,-1.0,Bath Pillows
667,2020-05-10,-1.0,Bath Pillows
668,2020-05-11,-1.0,Bath Pillows
669,2020-05-12,-1.0,Bath Pillows
670,2020-05-13,-1.0,Bath Pillows
671,2020-05-14,-1.0,Bath Pillows
672,2020-05-15,-1.0,Bath Pillows
673,2020-05-16,-1.0,Bath Pillows
674,2020-05-17,-1.0,Bath Pillows
675,2020-05-18,-1.0,Bath Pillows
676,2020-05-19,-1.0,Bath Pillows
677,2020-05-20,-1.0,Bath Pillows
678,2020-05-21,-1.0,Bath Pillows
679,2020-05-22,-1.0,Bath Pillows
680,2020-05-23,-1.0,Bath Pillows
681,2020-05-24,-1.0,Bath Pillows
682,2020-05-25,-1.0,Bath Pillows
683,2020-05-26,-1.0,Bath Pillows
684,2020-05-27,-1.0,Bath Pillows
685,2020-05-28,-1.0,Bath Pillows
686,2020-05-29,-1.0,Bath Pillows
687,2020-05-30,-1.0,Bath Pillows
688,2020-05-31,-1.0,Bath Pillows
689,2020-06-01,-1.0,Bath Pillows
690,2020-06-02,-1.0,Bath Pillows
691,2020-06-03,-1.0,Bath Pillows
692,2020-06-04,-1.0,Bath Pillows
693,2020-06-05,-1.0,Bath Pillows
694,2020-06-06,-1.0,Bath Pillows
695,2020-06-07,-1.0,Bath Pillows
696,2020-06-08,-1.0,Bath Pillows
697,2020-06-09,-1.0,Bath Pillows
698,2020-06-10,-1.0,Bath Pillows
699,2020-06-11,-1.0,Bath Pillows
700,2020-06-12,-1.0,Bath Pillows
701,2020-06-13,-1.0,Bath Pillows
702,2020-06-14,-1.0,Bath Pillows
703,2020-06-15,-1.0,Bath Pillows
704,2020-06-16,-1.0,Bath Pillows
705,2020-06-17,-1.0,Bath Pillows
706,2020-06-18,-1.0,Bath Pillows
707,2020-06-19,-1.0,Bath Pillows
708,2020-06-20,-1.0,Bath Pillows
709,2020-06-21,-1.0,Bath Pillows
710,2020-06-22,-1.0,Bath Pillows
711,2020-06-23,-1.0,Bath Pillows
712,2020-06-24,-1.0,Bath Pillows
713,2020-06-25,-1.0,Bath Pillows
714,2020-06-26,-1.0,Bath Pillows
715,2020-06-27,-1.0,Bath Pillows
716,2020-06-28,-1.0,Bath Pillows
717,2020-06-29,-1.0,Bath Pillows
718,2020-06-30,-1.0,Bath Pillows
719,2020-07-01,-1.0,Bath Pillows
720,2020-07-02,-1.0,Bath Pillows
721,2020-07-03,-1.0,Bath Pillows
722,2020-07-04,-1.0,Bath Pillows
723,2020-07-05,-1.0,Bath Pillows
724,2020-07-06,-1.0,Bath Pillows
725,2020-07-07,-1.0,Bath Pillows
726,2020-07-08,-1.0,Bath Pillows
727,2020-07-09,-1.0,Bath Pillows
728,2020-07-10,-1.0,Bath Pillows
729,2020-07-11,-1.0,Bath Pillows
730,2020-07-12,-1.0,Bath Pillows
731,2020-07-13,-1.0,Bath Pillows
732,2020-07-14,-1.0,Bath Pillows
733,2020-07-15,-1.0,Bath Pillows
734,2020-07-16,-1.0,Bath Pillows
735,2020-07-17,-1.0,Bath Pillows
736,2020-07-18,-1.0,Bath Pillows
737,2020-07-19,-1.0,Bath Pillows
738,2020-07-20,-1.0,Bath Pillows
739,2020-07-21,-1.0,Bath Pillows
740,2020-07-22,-1.0,Bath Pillows
741,2020-07-23,-1.0,Bath Pillows
742,2020-07-24,-1.0,Bath Pillows
743,2020-07-25,-1.0,Bath Pillows
744,2020-07-26,-1.0,Bath Pillows
745,2020-07-27,-1.0,Bath Pillows
746,2020-07-28,-1.0,Bath Pillows
747,2020-07-29,-1.0,Bath Pillows
748,2020-07-30,-1.0,Bath Pillows
749,2020-07-31,-1.0,Bath Pillows
750,2020-08-01,-1.0,Bath Pillows
751,2020-08-02,-1.0,Bath Pillows
752,2020-08-03,-1.0,Bath Pillows
753,2020-08-04,-1.0,Bath Pillows
754,2020-08-05,-1.0,Bath Pillows
755,2020-08-06,-1.0,Bath Pillows
756,2020-08-07,-1.0,Bath Pillows
757,2020-08-08,-1.0,Bath Pillows
758,2020-08-09,-1.0,Bath Pillows
759,2020-08-10,-1.0,Bath Pillows
760,2020-08-11,-1.0,Bath Pillows
761,2020-08-12,-1.0,Bath Pillows
762,2020-08-13,-1.0,Bath Pillows
763,2020-08-14,-1.0,Bath Pillows
764,2020-08-15,-1.0,Bath Pillows
765,2020-08-16,-1.0,Bath Pillows
766,2020-08-17,-1.0,Bath Pillows
767,2020-08-18,-1.0,Bath Pillows
768,2020-08-19,-1.0,Bath Pillows
769,2020-08-20,-1.0,Bath Pillows
770,2020-08-21,-1.0,Bath Pillows
771,2020-08-22,-1.0,Bath Pillows
772,2020-08-23,-1.0,Bath Pillows
773,2020-08-24,-1.0,Bath Pillows
774,2020-08-25,-1.0,Bath Pillows
775,2020-08-26,-1.0,Bath Pillows
776,2020-08-27,-1.0,Bath Pillows
777,2020-08-28,-1.0,Bath Pillows
778,2020-08-29,-1.0,Bath Pillows
779,2020-08-30,-1.0,Bath Pillows
780,2020-08-31,-1.0,Bath Pillows
781,2020-09-01,-1.0,Bath Pillows
782,2020-09-02,-1.0,Bath Pillows
783,2020-09-03,-1.0,Bath Pillows
784,2020-09-04,-1.0,Bath Pillows
785,2020-09-05,-1.0,Bath Pillows
786,2020-09-06,-1.0,Bath Pillows
787,2020-09-07,-1.0,Bath Pillows
788,2020-09-08,-1.0,Bath Pillows
789,2020-09-09,-1.0,Bath Pillows
790,2020-09-10,-1.0,Bath Pillows
791,2020-09-11,-1.0,Bath Pillows
792,2020-09-12,-1.0,Bath Pillows
793,2020-09-13,-1.0,Bath Pillows
794,2020-09-14,-1.0,Bath Pillows
795,2020-09-15,-1.0,Bath Pillows
796,2020-09-16,-1.0,Bath Pillows
797,2020-09-17,-1.0,Bath Pillows
798,2020-09-18,10161.0,Bath Pillows
799,2020-09-19,10161.0,Bath Pillows
800,2020-09-20,10161.0,Bath Pillows
801,2020-09-21,10161.0,Bath Pillows
802,2020-09-22,24427.0,Bath Pillows
803,2020-09-23,24427.0,Bath Pillows
804,2020-09-24,23091.0,Bath Pillows
805,2020-09-25,24141.0,Bath Pillows
806,2020-09-26,24141.0,Bath Pillows
807,2020-09-27,23103.0,Bath Pillows
808,2020-09-28,22876.0,Bath Pillows
809,2020-09-29,22876.0,Bath Pillows
810,2020-09-30,22876.0,Bath Pillows
811,2020-10-01,22876.0,Bath Pillows
812,2020-10-02,22876.0,Bath Pillows
813,2020-10-03,15330.0,Bath Pillows
814,2020-10-04,15330.0,Bath Pillows
815,2020-10-05,15330.0,Bath Pillows
816,2020-10-06,26632.0,Bath Pillows
817,2020-10-07,26632.0,Bath Pillows
818,2020-10-08,26632.0,Bath Pillows
819,2020-10-09,20513.0,Bath Pillows
