,date,value,name_B075F6YWSM
558,2020-01-21,10993.0,Mists & Hydrosols
559,2020-01-22,10993.0,Mists & Hydrosols
560,2020-01-23,8944.0,Mists & Hydrosols
561,2020-01-24,8944.0,Mists & Hydrosols
562,2020-01-25,11328.0,Mists & Hydrosols
563,2020-01-26,13973.0,Mists & Hydrosols
564,2020-01-27,13092.0,Mists & Hydrosols
565,2020-01-28,12620.0,Mists & Hydrosols
566,2020-01-29,11911.0,Mists & Hydrosols
567,2020-01-30,13076.0,Mists & Hydrosols
568,2020-01-31,13076.0,Mists & Hydrosols
569,2020-02-01,15068.0,Mists & Hydrosols
570,2020-02-02,15068.0,Mists & Hydrosols
571,2020-02-03,15068.0,Mists & Hydrosols
572,2020-02-04,11499.0,Mists & Hydrosols
573,2020-02-05,8319.0,Mists & Hydrosols
574,2020-02-06,8319.0,Mists & Hydrosols
575,2020-02-07,8319.0,Mists & Hydrosols
576,2020-02-08,14506.0,Mists & Hydrosols
577,2020-02-09,10725.0,Mists & Hydrosols
578,2020-02-10,11316.0,Mists & Hydrosols
579,2020-02-11,14538.0,Mists & Hydrosols
580,2020-02-12,13240.0,Mists & Hydrosols
581,2020-02-13,13240.0,Mists & Hydrosols
582,2020-02-14,12515.0,Mists & Hydrosols
583,2020-02-15,12515.0,Mists & Hydrosols
584,2020-02-16,12515.0,Mists & Hydrosols
585,2020-02-17,13838.0,Mists & Hydrosols
586,2020-02-18,13438.0,Mists & Hydrosols
587,2020-02-19,15642.0,Mists & Hydrosols
588,2020-02-20,13827.0,Mists & Hydrosols
589,2020-02-21,13827.0,Mists & Hydrosols
590,2020-02-22,34613.0,Mists & Hydrosols
591,2020-02-23,34613.0,Mists & Hydrosols
592,2020-02-24,25895.0,Mists & Hydrosols
593,2020-02-25,25895.0,Mists & Hydrosols
594,2020-02-26,15948.0,Mists & Hydrosols
595,2020-02-27,15948.0,Mists & Hydrosols
596,2020-02-28,22076.0,Mists & Hydrosols
597,2020-02-29,26083.0,Mists & Hydrosols
598,2020-03-01,33327.0,Mists & Hydrosols
599,2020-03-02,25761.0,Mists & Hydrosols
600,2020-03-03,25761.0,Mists & Hydrosols
601,2020-03-04,25761.0,Mists & Hydrosols
602,2020-03-05,25761.0,Mists & Hydrosols
603,2020-03-06,25761.0,Mists & Hydrosols
604,2020-03-07,21712.0,Mists & Hydrosols
605,2020-03-08,-1.0,Mists & Hydrosols
