,date,value,name_B07JFJR8WG
537,2020-08-30,15774.0,All-Purpose Cleaners
538,2020-08-31,20156.0,All-Purpose Cleaners
539,2020-09-01,20156.0,All-Purpose Cleaners
540,2020-09-02,20156.0,All-Purpose Cleaners
541,2020-09-03,20156.0,All-Purpose Cleaners
542,2020-09-04,12525.0,All-Purpose Cleaners
543,2020-09-05,12525.0,All-Purpose Cleaners
544,2020-09-06,12525.0,All-Purpose Cleaners
545,2020-09-07,10716.0,All-Purpose Cleaners
546,2020-09-08,10716.0,All-Purpose Cleaners
547,2020-09-09,10716.0,All-Purpose Cleaners
548,2020-09-10,10014.0,All-Purpose Cleaners
549,2020-09-11,9339.0,All-Purpose Cleaners
550,2020-09-12,9339.0,All-Purpose Cleaners
551,2020-09-13,9339.0,All-Purpose Cleaners
552,2020-09-14,7603.0,All-Purpose Cleaners
553,2020-09-15,13255.0,All-Purpose Cleaners
554,2020-09-16,16598.0,All-Purpose Cleaners
555,2020-09-17,17379.0,All-Purpose Cleaners
556,2020-09-18,14186.0,All-Purpose Cleaners
557,2020-09-19,14186.0,All-Purpose Cleaners
558,2020-09-20,14186.0,All-Purpose Cleaners
559,2020-09-21,14186.0,All-Purpose Cleaners
560,2020-09-22,14458.0,All-Purpose Cleaners
561,2020-09-23,14458.0,All-Purpose Cleaners
562,2020-09-24,14458.0,All-Purpose Cleaners
563,2020-09-25,15212.0,All-Purpose Cleaners
564,2020-09-26,15212.0,All-Purpose Cleaners
565,2020-09-27,15212.0,All-Purpose Cleaners
566,2020-09-28,15212.0,All-Purpose Cleaners
567,2020-09-29,16981.0,All-Purpose Cleaners
568,2020-09-30,16981.0,All-Purpose Cleaners
569,2020-10-01,16624.0,All-Purpose Cleaners
570,2020-10-02,16624.0,All-Purpose Cleaners
571,2020-10-03,16624.0,All-Purpose Cleaners
572,2020-10-04,8620.0,All-Purpose Cleaners
573,2020-10-05,8620.0,All-Purpose Cleaners
574,2020-10-06,6307.0,All-Purpose Cleaners
575,2020-10-07,5958.0,All-Purpose Cleaners
576,2020-10-08,6086.0,All-Purpose Cleaners
577,2020-10-09,5784.0,All-Purpose Cleaners
578,2020-10-10,5288.0,All-Purpose Cleaners
579,2020-10-11,5288.0,All-Purpose Cleaners
580,2020-10-12,5288.0,All-Purpose Cleaners
581,2020-10-13,6064.0,All-Purpose Cleaners
582,2020-10-14,6721.0,All-Purpose Cleaners
583,2020-10-15,6721.0,All-Purpose Cleaners
584,2020-10-16,11526.0,All-Purpose Cleaners
585,2020-10-17,11526.0,All-Purpose Cleaners
586,2020-10-18,13395.0,All-Purpose Cleaners
587,2020-10-19,9871.0,All-Purpose Cleaners
588,2020-10-20,9871.0,All-Purpose Cleaners
589,2020-10-21,9871.0,All-Purpose Cleaners
590,2020-10-22,8497.0,All-Purpose Cleaners
591,2020-10-23,8497.0,All-Purpose Cleaners
592,2020-10-24,8497.0,All-Purpose Cleaners
593,2020-10-25,5634.0,All-Purpose Cleaners
594,2020-10-26,5634.0,All-Purpose Cleaners
595,2020-10-27,5634.0,All-Purpose Cleaners
596,2020-10-28,5634.0,All-Purpose Cleaners
597,2020-10-29,8878.0,All-Purpose Cleaners
598,2020-10-30,8878.0,All-Purpose Cleaners
599,2020-10-31,2833.0,All-Purpose Cleaners
600,2020-11-01,2833.0,All-Purpose Cleaners
601,2020-11-02,8158.0,All-Purpose Cleaners
602,2020-11-03,8158.0,All-Purpose Cleaners
603,2020-11-04,8158.0,All-Purpose Cleaners
604,2020-11-05,9854.0,All-Purpose Cleaners
605,2020-11-06,9854.0,All-Purpose Cleaners
606,2020-11-07,10056.0,All-Purpose Cleaners
607,2020-11-08,9618.0,All-Purpose Cleaners
608,2020-11-09,9618.0,All-Purpose Cleaners
609,2020-11-10,9618.0,All-Purpose Cleaners
610,2020-11-11,6344.0,All-Purpose Cleaners
611,2020-11-12,6344.0,All-Purpose Cleaners
612,2020-11-13,6344.0,All-Purpose Cleaners
613,2020-11-14,6439.0,All-Purpose Cleaners
614,2020-11-15,4252.0,All-Purpose Cleaners
615,2020-11-16,5253.0,All-Purpose Cleaners
616,2020-11-17,5253.0,All-Purpose Cleaners
617,2020-11-18,5253.0,All-Purpose Cleaners
618,2020-11-19,6420.0,All-Purpose Cleaners
619,2020-11-20,6420.0,All-Purpose Cleaners
620,2020-11-21,6420.0,All-Purpose Cleaners
621,2020-11-22,6843.0,All-Purpose Cleaners
622,2020-11-23,4895.0,All-Purpose Cleaners
623,2020-11-24,4895.0,All-Purpose Cleaners
624,2020-11-25,5852.0,All-Purpose Cleaners
625,2020-11-26,5852.0,All-Purpose Cleaners
626,2020-11-27,5852.0,All-Purpose Cleaners
627,2020-11-28,10251.0,All-Purpose Cleaners
628,2020-11-29,10251.0,All-Purpose Cleaners
629,2020-11-30,10415.0,All-Purpose Cleaners
630,2020-12-01,10415.0,All-Purpose Cleaners
631,2020-12-02,10415.0,All-Purpose Cleaners
632,2020-12-03,7717.0,All-Purpose Cleaners
633,2020-12-04,7280.0,All-Purpose Cleaners
634,2020-12-05,7280.0,All-Purpose Cleaners
635,2020-12-06,10569.0,All-Purpose Cleaners
636,2020-12-07,10399.0,All-Purpose Cleaners
637,2020-12-08,12304.0,All-Purpose Cleaners
638,2020-12-09,12304.0,All-Purpose Cleaners
639,2020-12-10,12304.0,All-Purpose Cleaners
640,2020-12-11,9017.0,All-Purpose Cleaners
641,2020-12-12,9017.0,All-Purpose Cleaners
642,2020-12-13,8515.0,All-Purpose Cleaners
643,2020-12-14,8515.0,All-Purpose Cleaners
644,2020-12-15,8515.0,All-Purpose Cleaners
645,2020-12-16,8515.0,All-Purpose Cleaners
646,2020-12-17,5989.0,All-Purpose Cleaners
647,2020-12-18,5805.0,All-Purpose Cleaners
648,2020-12-19,5805.0,All-Purpose Cleaners
649,2020-12-20,6118.0,All-Purpose Cleaners
650,2020-12-21,6118.0,All-Purpose Cleaners
651,2020-12-22,8367.0,All-Purpose Cleaners
652,2020-12-23,9424.0,All-Purpose Cleaners
653,2020-12-24,7500.0,All-Purpose Cleaners
654,2020-12-25,7500.0,All-Purpose Cleaners
655,2020-12-26,7500.0,All-Purpose Cleaners
656,2020-12-27,13308.0,All-Purpose Cleaners
657,2020-12-28,10874.0,All-Purpose Cleaners
658,2020-12-29,10874.0,All-Purpose Cleaners
659,2020-12-30,6306.0,All-Purpose Cleaners
660,2020-12-31,6306.0,All-Purpose Cleaners
661,2021-01-01,7250.0,All-Purpose Cleaners
662,2021-01-02,7605.0,All-Purpose Cleaners
663,2021-01-03,7044.0,All-Purpose Cleaners
664,2021-01-04,7044.0,All-Purpose Cleaners
665,2021-01-05,5324.0,All-Purpose Cleaners
666,2021-01-06,5324.0,All-Purpose Cleaners
667,2021-01-07,5324.0,All-Purpose Cleaners
668,2021-01-08,29385.0,All-Purpose Cleaners
669,2021-01-09,29385.0,All-Purpose Cleaners
670,2021-01-10,29385.0,All-Purpose Cleaners
671,2021-01-11,19909.0,All-Purpose Cleaners
672,2021-01-12,19909.0,All-Purpose Cleaners
673,2021-01-13,19909.0,All-Purpose Cleaners
674,2021-01-14,15697.0,All-Purpose Cleaners
675,2021-01-15,15191.0,All-Purpose Cleaners
676,2021-01-16,15191.0,All-Purpose Cleaners
677,2021-01-17,10278.0,All-Purpose Cleaners
678,2021-01-18,9212.0,All-Purpose Cleaners
679,2021-01-19,9212.0,All-Purpose Cleaners
680,2021-01-20,13709.0,All-Purpose Cleaners
681,2021-01-21,13709.0,All-Purpose Cleaners
682,2021-01-22,13709.0,All-Purpose Cleaners
683,2021-01-23,5860.0,All-Purpose Cleaners
684,2021-01-24,6365.0,All-Purpose Cleaners
685,2021-01-25,4904.0,All-Purpose Cleaners
686,2021-01-26,3106.0,All-Purpose Cleaners
687,2021-01-27,3106.0,All-Purpose Cleaners
688,2021-01-28,9124.0,All-Purpose Cleaners
689,2021-01-29,9124.0,All-Purpose Cleaners
690,2021-01-30,13640.0,All-Purpose Cleaners
691,2021-01-31,15087.0,All-Purpose Cleaners
692,2021-02-01,15087.0,All-Purpose Cleaners
693,2021-02-02,15087.0,All-Purpose Cleaners
694,2021-02-03,15087.0,All-Purpose Cleaners
695,2021-02-04,7685.0,All-Purpose Cleaners
696,2021-02-05,7685.0,All-Purpose Cleaners
697,2021-02-06,16626.0,All-Purpose Cleaners
698,2021-02-07,16626.0,All-Purpose Cleaners
699,2021-02-08,9331.0,All-Purpose Cleaners
700,2021-02-09,9331.0,All-Purpose Cleaners
701,2021-02-10,12030.0,All-Purpose Cleaners
702,2021-02-11,10604.0,All-Purpose Cleaners
703,2021-02-12,10604.0,All-Purpose Cleaners
704,2021-02-13,10604.0,All-Purpose Cleaners
705,2021-02-14,10604.0,All-Purpose Cleaners
706,2021-02-15,7456.0,All-Purpose Cleaners
707,2021-02-16,7456.0,All-Purpose Cleaners
708,2021-02-17,7456.0,All-Purpose Cleaners
709,2021-02-18,7708.0,All-Purpose Cleaners
710,2021-02-19,7708.0,All-Purpose Cleaners
711,2021-02-20,4984.0,All-Purpose Cleaners
712,2021-02-21,4984.0,All-Purpose Cleaners
713,2021-02-22,13314.0,All-Purpose Cleaners
714,2021-02-23,10347.0,All-Purpose Cleaners
715,2021-02-24,9512.0,All-Purpose Cleaners
716,2021-02-25,9859.0,All-Purpose Cleaners
717,2021-02-26,9859.0,All-Purpose Cleaners
718,2021-02-27,8608.0,All-Purpose Cleaners
719,2021-02-28,8608.0,All-Purpose Cleaners
720,2021-03-01,8608.0,All-Purpose Cleaners
721,2021-03-02,7336.0,All-Purpose Cleaners
722,2021-03-03,7336.0,All-Purpose Cleaners
723,2021-03-04,7336.0,All-Purpose Cleaners
724,2021-03-05,7644.0,All-Purpose Cleaners
725,2021-03-06,8994.0,All-Purpose Cleaners
726,2021-03-07,6749.0,All-Purpose Cleaners
727,2021-03-08,6749.0,All-Purpose Cleaners
728,2021-03-09,4841.0,All-Purpose Cleaners
729,2021-03-10,3511.0,All-Purpose Cleaners
730,2021-03-11,3727.0,All-Purpose Cleaners
731,2021-03-12,3765.0,All-Purpose Cleaners
732,2021-03-13,3765.0,All-Purpose Cleaners
733,2021-03-14,3765.0,All-Purpose Cleaners
734,2021-03-15,3890.0,All-Purpose Cleaners
735,2021-03-16,3659.0,All-Purpose Cleaners
736,2021-03-17,5033.0,All-Purpose Cleaners
737,2021-03-18,4704.0,All-Purpose Cleaners
738,2021-03-19,4704.0,All-Purpose Cleaners
739,2021-03-20,4407.0,All-Purpose Cleaners
740,2021-03-21,4407.0,All-Purpose Cleaners
741,2021-03-22,4407.0,All-Purpose Cleaners
742,2021-03-23,6394.0,All-Purpose Cleaners
743,2021-03-24,8649.0,All-Purpose Cleaners
744,2021-03-25,9849.0,All-Purpose Cleaners
745,2021-03-26,9849.0,All-Purpose Cleaners
746,2021-03-27,14563.0,All-Purpose Cleaners
747,2021-03-28,14563.0,All-Purpose Cleaners
748,2021-03-29,14563.0,All-Purpose Cleaners
749,2021-03-30,12987.0,All-Purpose Cleaners
750,2021-03-31,12987.0,All-Purpose Cleaners
751,2021-04-01,11387.0,All-Purpose Cleaners
752,2021-04-02,4679.0,All-Purpose Cleaners
753,2021-04-03,4679.0,All-Purpose Cleaners
754,2021-04-04,4679.0,All-Purpose Cleaners
755,2021-04-05,3494.0,All-Purpose Cleaners
756,2021-04-06,3904.0,All-Purpose Cleaners
757,2021-04-07,4719.0,All-Purpose Cleaners
758,2021-04-08,4719.0,All-Purpose Cleaners
759,2021-04-09,4734.0,All-Purpose Cleaners
760,2021-04-10,4734.0,All-Purpose Cleaners
761,2021-04-11,4734.0,All-Purpose Cleaners
762,2021-04-12,5191.0,All-Purpose Cleaners
763,2021-04-13,5191.0,All-Purpose Cleaners
764,2021-04-14,5541.0,All-Purpose Cleaners
765,2021-04-15,6043.0,All-Purpose Cleaners
766,2021-04-16,6043.0,All-Purpose Cleaners
767,2021-04-17,5896.0,All-Purpose Cleaners
768,2021-04-18,6020.0,All-Purpose Cleaners
769,2021-04-19,6602.0,All-Purpose Cleaners
770,2021-04-20,6583.0,All-Purpose Cleaners
771,2021-04-21,6563.0,All-Purpose Cleaners
772,2021-04-22,6563.0,All-Purpose Cleaners
773,2021-04-23,5168.0,All-Purpose Cleaners
774,2021-04-24,5168.0,All-Purpose Cleaners
775,2021-04-25,3485.0,All-Purpose Cleaners
776,2021-04-26,3485.0,All-Purpose Cleaners
777,2021-04-27,3485.0,All-Purpose Cleaners
778,2021-04-28,4370.0,All-Purpose Cleaners
779,2021-04-29,4370.0,All-Purpose Cleaners
780,2021-04-30,8431.0,All-Purpose Cleaners
781,2021-05-01,8431.0,All-Purpose Cleaners
782,2021-05-02,8143.0,All-Purpose Cleaners
783,2021-05-03,6975.0,All-Purpose Cleaners
784,2021-05-04,7645.0,All-Purpose Cleaners
785,2021-05-05,7592.0,All-Purpose Cleaners
786,2021-05-06,10043.0,All-Purpose Cleaners
787,2021-05-07,9664.0,All-Purpose Cleaners
788,2021-05-08,8630.0,All-Purpose Cleaners
789,2021-05-09,8630.0,All-Purpose Cleaners
790,2021-05-10,8591.0,All-Purpose Cleaners
791,2021-05-11,8591.0,All-Purpose Cleaners
792,2021-05-12,7597.0,All-Purpose Cleaners
793,2021-05-13,7597.0,All-Purpose Cleaners
794,2021-05-14,7597.0,All-Purpose Cleaners
795,2021-05-15,12123.0,All-Purpose Cleaners
796,2021-05-16,12123.0,All-Purpose Cleaners
797,2021-05-17,7657.0,All-Purpose Cleaners
798,2021-05-18,7657.0,All-Purpose Cleaners
799,2021-05-19,9422.0,All-Purpose Cleaners
800,2021-05-20,8516.0,All-Purpose Cleaners
801,2021-05-21,8944.0,All-Purpose Cleaners
802,2021-05-22,8944.0,All-Purpose Cleaners
803,2021-05-23,13298.0,All-Purpose Cleaners
804,2021-05-24,14368.0,All-Purpose Cleaners
805,2021-05-25,14290.0,All-Purpose Cleaners
806,2021-05-26,15676.0,All-Purpose Cleaners
807,2021-05-27,14855.0,All-Purpose Cleaners
808,2021-05-28,14855.0,All-Purpose Cleaners
809,2021-05-29,14855.0,All-Purpose Cleaners
810,2021-05-30,13063.0,All-Purpose Cleaners
811,2021-05-31,13320.0,All-Purpose Cleaners
812,2021-06-01,13320.0,All-Purpose Cleaners
813,2021-06-02,13320.0,All-Purpose Cleaners
814,2021-06-03,16964.0,All-Purpose Cleaners
815,2021-06-04,16964.0,All-Purpose Cleaners
816,2021-06-05,14176.0,All-Purpose Cleaners
817,2021-06-06,15739.0,All-Purpose Cleaners
818,2021-06-07,18097.0,All-Purpose Cleaners
819,2021-06-08,18097.0,All-Purpose Cleaners
820,2021-06-09,12346.0,All-Purpose Cleaners
821,2021-06-10,12346.0,All-Purpose Cleaners
822,2021-06-11,12346.0,All-Purpose Cleaners
823,2021-06-12,11056.0,All-Purpose Cleaners
824,2021-06-13,11056.0,All-Purpose Cleaners
825,2021-06-14,10487.0,All-Purpose Cleaners
826,2021-06-15,13985.0,All-Purpose Cleaners
827,2021-06-16,14640.0,All-Purpose Cleaners
828,2021-06-17,14640.0,All-Purpose Cleaners
829,2021-06-18,14640.0,All-Purpose Cleaners
830,2021-06-19,14640.0,All-Purpose Cleaners
831,2021-06-20,14640.0,All-Purpose Cleaners
832,2021-06-21,19216.0,All-Purpose Cleaners
833,2021-06-22,16708.0,All-Purpose Cleaners
834,2021-06-23,16708.0,All-Purpose Cleaners
835,2021-06-24,14767.0,All-Purpose Cleaners
836,2021-06-25,14767.0,All-Purpose Cleaners
837,2021-06-26,9768.0,All-Purpose Cleaners
838,2021-06-27,9768.0,All-Purpose Cleaners
839,2021-06-28,9768.0,All-Purpose Cleaners
840,2021-06-29,14044.0,All-Purpose Cleaners
841,2021-06-30,17245.0,All-Purpose Cleaners
842,2021-07-01,17245.0,All-Purpose Cleaners
843,2021-07-02,19902.0,All-Purpose Cleaners
844,2021-07-03,19902.0,All-Purpose Cleaners
845,2021-07-04,19902.0,All-Purpose Cleaners
846,2021-07-05,18959.0,All-Purpose Cleaners
847,2021-07-06,20142.0,All-Purpose Cleaners
848,2021-07-07,20142.0,All-Purpose Cleaners
849,2021-07-08,24982.0,All-Purpose Cleaners
850,2021-07-09,24982.0,All-Purpose Cleaners
851,2021-07-10,23161.0,All-Purpose Cleaners
852,2021-07-11,24091.0,All-Purpose Cleaners
