,date,value,name_B07FX4GG6S
737,2020-08-22,1898.0,Laminators
738,2020-08-23,1848.0,Laminators
739,2020-08-24,1848.0,Laminators
740,2020-08-25,1848.0,Laminators
741,2020-08-26,2184.0,Laminators
742,2020-08-27,2184.0,Laminators
743,2020-08-28,1792.0,Laminators
744,2020-08-29,2033.0,Laminators
745,2020-08-30,2033.0,Laminators
746,2020-08-31,2294.0,Laminators
747,2020-09-01,2294.0,Laminators
748,2020-09-02,1732.0,Laminators
749,2020-09-03,1657.0,Laminators
750,2020-09-04,1321.0,Laminators
751,2020-09-05,1300.0,Laminators
752,2020-09-06,1300.0,Laminators
753,2020-09-07,1650.0,Laminators
754,2020-09-08,1650.0,Laminators
755,2020-09-09,1650.0,Laminators
756,2020-09-10,1319.0,Laminators
757,2020-09-11,1319.0,Laminators
758,2020-09-12,1396.0,Laminators
759,2020-09-13,1396.0,Laminators
760,2020-09-14,745.0,Laminators
761,2020-09-15,745.0,Laminators
762,2020-09-16,483.0,Laminators
763,2020-09-17,377.0,Laminators
764,2020-09-18,466.0,Laminators
765,2020-09-19,466.0,Laminators
766,2020-09-20,980.0,Laminators
767,2020-09-21,980.0,Laminators
768,2020-09-22,1519.0,Laminators
769,2020-09-23,1519.0,Laminators
770,2020-09-24,1631.0,Laminators
771,2020-09-25,1857.0,Laminators
772,2020-09-26,1739.0,Laminators
773,2020-09-27,1841.0,Laminators
774,2020-09-28,1943.0,Laminators
775,2020-09-29,1943.0,Laminators
776,2020-09-30,1611.0,Laminators
777,2020-10-01,1725.0,Laminators
778,2020-10-02,1725.0,Laminators
779,2020-10-03,1725.0,Laminators
780,2020-10-04,1875.0,Laminators
781,2020-10-05,1989.0,Laminators
782,2020-10-06,2109.0,Laminators
783,2020-10-07,2188.0,Laminators
784,2020-10-08,2188.0,Laminators
785,2020-10-09,2617.0,Laminators
786,2020-10-10,2617.0,Laminators
787,2020-10-11,2617.0,Laminators
788,2020-10-12,2617.0,Laminators
789,2020-10-13,2617.0,Laminators
790,2020-10-14,2617.0,Laminators
791,2020-10-15,2617.0,Laminators
792,2020-10-16,2617.0,Laminators
793,2020-10-17,2617.0,Laminators
794,2020-10-18,2617.0,Laminators
795,2020-10-19,2617.0,Laminators
796,2020-10-20,2617.0,Laminators
797,2020-10-21,2617.0,Laminators
798,2020-10-22,2617.0,Laminators
799,2020-10-23,2617.0,Laminators
800,2020-10-24,2617.0,Laminators
801,2020-10-25,2617.0,Laminators
802,2020-10-26,2617.0,Laminators
803,2020-10-27,2617.0,Laminators
804,2020-10-28,2617.0,Laminators
805,2020-10-29,2617.0,Laminators
806,2020-10-30,2617.0,Laminators
807,2020-10-31,2617.0,Laminators
808,2020-11-01,2617.0,Laminators
809,2020-11-02,2617.0,Laminators
810,2020-11-03,2617.0,Laminators
811,2020-11-04,2617.0,Laminators
812,2020-11-05,2617.0,Laminators
813,2020-11-06,2617.0,Laminators
814,2020-11-07,2617.0,Laminators
815,2020-11-08,2617.0,Laminators
816,2020-11-09,2617.0,Laminators
817,2020-11-10,2617.0,Laminators
818,2020-11-11,2617.0,Laminators
819,2020-11-12,2617.0,Laminators
820,2020-11-13,2617.0,Laminators
821,2020-11-14,2617.0,Laminators
822,2020-11-15,2617.0,Laminators
823,2020-11-16,2617.0,Laminators
824,2020-11-17,2617.0,Laminators
825,2020-11-18,2617.0,Laminators
826,2020-11-19,2617.0,Laminators
827,2020-11-20,2617.0,Laminators
828,2020-11-21,2617.0,Laminators
829,2020-11-22,2617.0,Laminators
830,2020-11-23,2617.0,Laminators
831,2020-11-24,2617.0,Laminators
832,2020-11-25,2617.0,Laminators
833,2020-11-26,2617.0,Laminators
834,2020-11-27,2617.0,Laminators
835,2020-11-28,2617.0,Laminators
836,2020-11-29,2617.0,Laminators
837,2020-11-30,2617.0,Laminators
838,2020-12-01,2617.0,Laminators
839,2020-12-02,2617.0,Laminators
840,2020-12-03,2617.0,Laminators
841,2020-12-04,2617.0,Laminators
842,2020-12-05,2617.0,Laminators
843,2020-12-06,2617.0,Laminators
844,2020-12-07,2617.0,Laminators
845,2020-12-08,2617.0,Laminators
846,2020-12-09,2617.0,Laminators
847,2020-12-10,2617.0,Laminators
848,2020-12-11,2617.0,Laminators
849,2020-12-12,2617.0,Laminators
850,2020-12-13,2617.0,Laminators
851,2020-12-14,13654.0,Laminators
852,2020-12-15,14461.0,Laminators
853,2020-12-16,14461.0,Laminators
854,2020-12-17,14461.0,Laminators
855,2020-12-18,14461.0,Laminators
856,2020-12-19,14461.0,Laminators
857,2020-12-20,11882.0,Laminators
858,2020-12-21,14212.0,Laminators
859,2020-12-22,11407.0,Laminators
860,2020-12-23,11407.0,Laminators
861,2020-12-24,11407.0,Laminators
862,2020-12-25,11407.0,Laminators
863,2020-12-26,11407.0,Laminators
864,2020-12-27,11805.0,Laminators
865,2020-12-28,11805.0,Laminators
866,2020-12-29,13329.0,Laminators
867,2020-12-30,13329.0,Laminators
868,2020-12-31,14386.0,Laminators
869,2021-01-01,14386.0,Laminators
870,2021-01-02,14386.0,Laminators
871,2021-01-03,14386.0,Laminators
872,2021-01-04,15401.0,Laminators
873,2021-01-05,15401.0,Laminators
874,2021-01-06,15401.0,Laminators
875,2021-01-07,15401.0,Laminators
876,2021-01-08,15401.0,Laminators
877,2021-01-09,13080.0,Laminators
878,2021-01-10,10955.0,Laminators
879,2021-01-11,10955.0,Laminators
880,2021-01-12,10955.0,Laminators
881,2021-01-13,9432.0,Laminators
882,2021-01-14,9432.0,Laminators
883,2021-01-15,9432.0,Laminators
884,2021-01-16,9244.0,Laminators
885,2021-01-17,9244.0,Laminators
886,2021-01-18,13238.0,Laminators
887,2021-01-19,13238.0,Laminators
888,2021-01-20,8499.0,Laminators
889,2021-01-21,8499.0,Laminators
890,2021-01-22,8499.0,Laminators
891,2021-01-23,8499.0,Laminators
892,2021-01-24,10145.0,Laminators
893,2021-01-25,10145.0,Laminators
894,2021-01-26,10145.0,Laminators
895,2021-01-27,7936.0,Laminators
896,2021-01-28,7936.0,Laminators
897,2021-01-29,6339.0,Laminators
898,2021-01-30,4915.0,Laminators
899,2021-01-31,5397.0,Laminators
900,2021-02-01,5397.0,Laminators
901,2021-02-02,7747.0,Laminators
902,2021-02-03,7747.0,Laminators
903,2021-02-04,7747.0,Laminators
904,2021-02-05,9437.0,Laminators
905,2021-02-06,9437.0,Laminators
906,2021-02-07,9437.0,Laminators
907,2021-02-08,7501.0,Laminators
908,2021-02-09,7501.0,Laminators
909,2021-02-10,6540.0,Laminators
910,2021-02-11,6540.0,Laminators
911,2021-02-12,6423.0,Laminators
912,2021-02-13,6423.0,Laminators
913,2021-02-14,6423.0,Laminators
914,2021-02-15,6423.0,Laminators
915,2021-02-16,6423.0,Laminators
916,2021-02-17,6760.0,Laminators
917,2021-02-18,6760.0,Laminators
918,2021-02-19,4890.0,Laminators
919,2021-02-20,5528.0,Laminators
920,2021-02-21,6427.0,Laminators
921,2021-02-22,4405.0,Laminators
922,2021-02-23,4405.0,Laminators
923,2021-02-24,4306.0,Laminators
924,2021-02-25,4306.0,Laminators
925,2021-02-26,5366.0,Laminators
926,2021-02-27,6510.0,Laminators
927,2021-02-28,6510.0,Laminators
928,2021-03-01,6510.0,Laminators
929,2021-03-02,7439.0,Laminators
930,2021-03-03,7439.0,Laminators
931,2021-03-04,7439.0,Laminators
932,2021-03-05,7439.0,Laminators
933,2021-03-06,5109.0,Laminators
934,2021-03-07,6236.0,Laminators
935,2021-03-08,6236.0,Laminators
936,2021-03-09,6236.0,Laminators
937,2021-03-10,5494.0,Laminators
938,2021-03-11,5494.0,Laminators
939,2021-03-12,6262.0,Laminators
940,2021-03-13,6262.0,Laminators
941,2021-03-14,5243.0,Laminators
942,2021-03-15,5243.0,Laminators
943,2021-03-16,7756.0,Laminators
944,2021-03-17,7756.0,Laminators
945,2021-03-18,6105.0,Laminators
946,2021-03-19,6770.0,Laminators
947,2021-03-20,6770.0,Laminators
948,2021-03-21,7886.0,Laminators
949,2021-03-22,9094.0,Laminators
950,2021-03-23,9094.0,Laminators
951,2021-03-24,10880.0,Laminators
952,2021-03-25,10880.0,Laminators
953,2021-03-26,10880.0,Laminators
954,2021-03-27,10880.0,Laminators
955,2021-03-28,10880.0,Laminators
956,2021-03-29,9274.0,Laminators
957,2021-03-30,9274.0,Laminators
958,2021-03-31,5810.0,Laminators
959,2021-04-01,5810.0,Laminators
960,2021-04-02,6080.0,Laminators
961,2021-04-03,6080.0,Laminators
962,2021-04-04,6080.0,Laminators
963,2021-04-05,5684.0,Laminators
964,2021-04-06,5539.0,Laminators
965,2021-04-07,5605.0,Laminators
966,2021-04-08,5605.0,Laminators
967,2021-04-09,5605.0,Laminators
968,2021-04-10,5605.0,Laminators
969,2021-04-11,6589.0,Laminators
970,2021-04-12,7933.0,Laminators
971,2021-04-13,7933.0,Laminators
972,2021-04-14,7933.0,Laminators
973,2021-04-15,7933.0,Laminators
974,2021-04-16,6314.0,Laminators
975,2021-04-17,6314.0,Laminators
976,2021-04-18,6314.0,Laminators
977,2021-04-19,5980.0,Laminators
978,2021-04-20,4545.0,Laminators
979,2021-04-21,5549.0,Laminators
980,2021-04-22,6362.0,Laminators
981,2021-04-23,4651.0,Laminators
982,2021-04-24,3993.0,Laminators
983,2021-04-25,3993.0,Laminators
984,2021-04-26,3993.0,Laminators
985,2021-04-27,3993.0,Laminators
986,2021-04-28,3993.0,Laminators
987,2021-04-29,4398.0,Laminators
988,2021-04-30,4255.0,Laminators
989,2021-05-01,4255.0,Laminators
990,2021-05-02,4255.0,Laminators
991,2021-05-03,3539.0,Laminators
992,2021-05-04,3146.0,Laminators
993,2021-05-05,3629.0,Laminators
994,2021-05-06,3574.0,Laminators
995,2021-05-07,3574.0,Laminators
996,2021-05-08,2903.0,Laminators
997,2021-05-09,2903.0,Laminators
998,2021-05-10,4414.0,Laminators
999,2021-05-11,4414.0,Laminators
1000,2021-05-12,4414.0,Laminators
1001,2021-05-13,3783.0,Laminators
1002,2021-05-14,3783.0,Laminators
1003,2021-05-15,3632.0,Laminators
1004,2021-05-16,3632.0,Laminators
1005,2021-05-17,3211.0,Laminators
1006,2021-05-18,2585.0,Laminators
1007,2021-05-19,2985.0,Laminators
1008,2021-05-20,5027.0,Laminators
1009,2021-05-21,5027.0,Laminators
1010,2021-05-22,6505.0,Laminators
1011,2021-05-23,6505.0,Laminators
1012,2021-05-24,4938.0,Laminators
1013,2021-05-25,4938.0,Laminators
1014,2021-05-26,6072.0,Laminators
1015,2021-05-27,6673.0,Laminators
1016,2021-05-28,6673.0,Laminators
1017,2021-05-29,7723.0,Laminators
1018,2021-05-30,7723.0,Laminators
1019,2021-05-31,6539.0,Laminators
1020,2021-06-01,11234.0,Laminators
1021,2021-06-02,9684.0,Laminators
1022,2021-06-03,9684.0,Laminators
1023,2021-06-04,12243.0,Laminators
1024,2021-06-05,12243.0,Laminators
1025,2021-06-06,5189.0,Laminators
1026,2021-06-07,7627.0,Laminators
1027,2021-06-08,7627.0,Laminators
1028,2021-06-09,7627.0,Laminators
1029,2021-06-10,7970.0,Laminators
1030,2021-06-11,7970.0,Laminators
1031,2021-06-12,6890.0,Laminators
1032,2021-06-13,7172.0,Laminators
1033,2021-06-14,7172.0,Laminators
1034,2021-06-15,7755.0,Laminators
1035,2021-06-16,9257.0,Laminators
1036,2021-06-17,7394.0,Laminators
1037,2021-06-18,8764.0,Laminators
1038,2021-06-19,7777.0,Laminators
1039,2021-06-20,7777.0,Laminators
1040,2021-06-21,11444.0,Laminators
1041,2021-06-22,4629.0,Laminators
1042,2021-06-23,5091.0,Laminators
1043,2021-06-24,5091.0,Laminators
1044,2021-06-25,5091.0,Laminators
1045,2021-06-26,5091.0,Laminators
1046,2021-06-27,5091.0,Laminators
1047,2021-06-28,3852.0,Laminators
1048,2021-06-29,5545.0,Laminators
1049,2021-06-30,5219.0,Laminators
1050,2021-07-01,4982.0,Laminators
1051,2021-07-02,4982.0,Laminators
1052,2021-07-03,4982.0,Laminators
1053,2021-07-04,8297.0,Laminators
1054,2021-07-05,8297.0,Laminators
1055,2021-07-06,8297.0,Laminators
1056,2021-07-07,8477.0,Laminators
1057,2021-07-08,7623.0,Laminators
1058,2021-07-09,5627.0,Laminators
1059,2021-07-10,5720.0,Laminators
